,number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_f_0,params_f_1,params_f_10,params_f_11,params_f_12,params_f_13,params_f_14,params_f_15,params_f_16,params_f_17,params_f_18,params_f_19,params_f_2,params_f_20,params_f_21,params_f_22,params_f_23,params_f_24,params_f_25,params_f_26,params_f_27,params_f_28,params_f_29,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_f_8,params_f_9,params_zscore_range,system_attrs_nsga2:generation,state
1368,1368,-0.5844594594594594,-0.5689655172413793,-0.015493942218080092,13.0,2023-07-07 14:51:21.982216,2023-07-07 14:51:22.002830,0 days 00:00:00.020614,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,64,27,COMPLETE
1362,1362,-0.5844594594594594,-0.5905172413793104,-0.0060577819198509575,11.0,2023-07-07 14:51:14.915646,2023-07-07 14:51:14.947346,0 days 00:00:00.031700,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,64,27,COMPLETE
891,891,-0.5844594594594594,-0.5905172413793104,-0.0060577819198509575,5.0,2023-07-07 14:43:39.236117,2023-07-07 14:43:39.266246,0 days 00:00:00.030129,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64,17,COMPLETE
2113,2113,-0.5844594594594594,-0.5991379310344828,-0.014678471575023333,4.0,2023-07-07 15:09:50.946697,2023-07-07 15:09:50.973606,0 days 00:00:00.026909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,42,COMPLETE
744,744,-0.5844594594594594,-0.5732758620689655,-0.011183597390493905,10.0,2023-07-07 14:41:56.094612,2023-07-07 14:41:56.119687,0 days 00:00:00.025075,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,64,14,COMPLETE
3647,3647,-0.5844594594594594,-0.5948275862068966,-0.010368126747437145,8.0,2023-07-07 17:05:21.904325,2023-07-07 17:05:21.958145,0 days 00:00:00.053820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,64,72,COMPLETE
1497,1497,-0.5844594594594594,-0.5948275862068966,-0.010368126747437145,6.0,2023-07-07 14:54:15.473876,2023-07-07 14:54:15.507763,0 days 00:00:00.033887,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,64,29,COMPLETE
3589,3589,-0.5844544095665172,-0.5560344827586207,-0.02841992680789651,6.0,2023-07-07 16:59:48.942687,2023-07-07 16:59:48.995511,0 days 00:00:00.052824,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52,71,COMPLETE
4915,4915,-0.5844444444444444,-0.5732758620689655,-0.011168582375478908,7.0,2023-07-07 19:25:27.924099,2023-07-07 19:25:27.978916,0 days 00:00:00.054817,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,93,98,COMPLETE
2006,2006,-0.5844155844155844,-0.6120689655172413,-0.027653381101656938,5.0,2023-07-07 15:06:47.446153,2023-07-07 15:06:47.473062,0 days 00:00:00.026909,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,74,40,COMPLETE
1987,1987,-0.5844155844155844,-0.6120689655172413,-0.027653381101656938,5.0,2023-07-07 15:06:15.850921,2023-07-07 15:06:15.877832,0 days 00:00:00.026911,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,74,39,COMPLETE
3915,3915,-0.5843137254901961,-0.5775862068965517,-0.006727518593644399,9.0,2023-07-07 17:31:48.708577,2023-07-07 17:31:48.760404,0 days 00:00:00.051827,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,80,78,COMPLETE
3563,3563,-0.5843137254901961,-0.5258620689655172,-0.058451656524678874,6.0,2023-07-07 16:57:21.635949,2023-07-07 16:57:21.688773,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,80,71,COMPLETE
5568,5568,-0.5842696629213483,-0.5474137931034483,-0.03685586981790001,7.0,2023-07-07 20:53:40.130543,2023-07-07 20:53:40.185360,0 days 00:00:00.054817,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,75,111,COMPLETE
574,574,-0.5842696629213483,-0.5431034482758621,-0.0411662146454862,7.0,2023-07-07 14:40:18.389165,2023-07-07 14:40:18.417071,0 days 00:00:00.027906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,75,11,COMPLETE
4712,4712,-0.5842696629213483,-0.5775862068965517,-0.006683456024796586,8.0,2023-07-07 19:00:17.316913,2023-07-07 19:00:17.371730,0 days 00:00:00.054817,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,75,94,COMPLETE
4073,4073,-0.5842696629213483,-0.5387931034482759,-0.04547655947307239,4.0,2023-07-07 17:48:05.353286,2023-07-07 17:48:05.406040,0 days 00:00:00.052754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,75,81,COMPLETE
1756,1756,-0.5842696629213483,-0.5689655172413793,-0.015304145679968961,6.0,2023-07-07 15:00:15.635407,2023-07-07 15:00:15.663314,0 days 00:00:00.027907,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,75,35,COMPLETE
3075,3075,-0.5842696629213483,-0.5603448275862069,-0.023924835335141448,7.0,2023-07-07 16:14:40.583384,2023-07-07 16:14:40.637362,0 days 00:00:00.053978,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,75,61,COMPLETE
1240,1240,-0.5842696629213483,-0.5689655172413793,-0.015304145679968961,7.0,2023-07-07 14:48:57.209022,2023-07-07 14:48:57.230028,0 days 00:00:00.021006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,75,24,COMPLETE
1230,1230,-0.5842696629213483,-0.5560344827586207,-0.028235180162727636,4.0,2023-07-07 14:48:46.532201,2023-07-07 14:48:46.577249,0 days 00:00:00.045048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,24,COMPLETE
2606,2606,-0.5842696629213483,-0.5991379310344828,-0.014868268113134464,11.0,2023-07-07 15:39:08.342209,2023-07-07 15:39:08.401012,0 days 00:00:00.058803,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,75,52,COMPLETE
2767,2767,-0.5842696629213483,-0.5818965517241379,-0.002373111197210398,15.0,2023-07-07 15:50:41.591325,2023-07-07 15:50:41.645145,0 days 00:00:00.053820,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,75,55,COMPLETE
1415,1415,-0.5842696629213483,-0.5474137931034483,-0.03685586981790001,4.0,2023-07-07 14:52:29.668296,2023-07-07 14:52:29.696202,0 days 00:00:00.027906,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,28,COMPLETE
4234,4234,-0.5842696629213483,-0.5991379310344828,-0.014868268113134464,6.0,2023-07-07 18:05:17.076627,2023-07-07 18:05:17.129450,0 days 00:00:00.052823,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,84,COMPLETE
1177,1177,-0.5842696629213483,-0.5862068965517241,-0.0019372336303757898,6.0,2023-07-07 14:47:51.351073,2023-07-07 14:47:51.382382,0 days 00:00:00.031309,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75,23,COMPLETE
5585,5585,-0.5842696629213483,-0.6077586206896551,-0.02348895776830684,8.0,2023-07-07 20:56:06.423924,2023-07-07 20:56:06.478741,0 days 00:00:00.054817,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,75,111,COMPLETE
1493,1493,-0.5842696629213483,-0.5431034482758621,-0.0411662146454862,5.0,2023-07-07 14:54:10.232968,2023-07-07 14:54:10.262867,0 days 00:00:00.029899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,75,29,COMPLETE
1319,1319,-0.5842696629213483,-0.5818965517241379,-0.002373111197210398,4.0,2023-07-07 14:50:25.100590,2023-07-07 14:50:25.131801,0 days 00:00:00.031211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,75,26,COMPLETE
3434,3434,-0.5842696629213483,-0.5474137931034483,-0.03685586981790001,4.0,2023-07-07 16:45:26.174613,2023-07-07 16:45:26.229430,0 days 00:00:00.054817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,75,68,COMPLETE
879,879,-0.5842696629213483,-0.5474137931034483,-0.03685586981790001,3.0,2023-07-07 14:43:30.133827,2023-07-07 14:43:30.161918,0 days 00:00:00.028091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75,17,COMPLETE
4731,4731,-0.5842696629213483,-0.6077586206896551,-0.02348895776830684,5.0,2023-07-07 19:02:35.752061,2023-07-07 19:02:35.803888,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,75,94,COMPLETE
1393,1393,-0.5842696629213483,-0.5560344827586207,-0.028235180162727636,3.0,2023-07-07 14:51:51.852649,2023-07-07 14:51:51.871776,0 days 00:00:00.019127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,27,COMPLETE
1869,1869,-0.5842696629213483,-0.5172413793103449,-0.06702828361100344,7.0,2023-07-07 15:03:06.237263,2023-07-07 15:03:06.262180,0 days 00:00:00.024917,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,75,37,COMPLETE
1308,1308,-0.5842696629213483,-0.5560344827586207,-0.028235180162727636,4.0,2023-07-07 14:50:12.632114,2023-07-07 14:50:12.660205,0 days 00:00:00.028091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,26,COMPLETE
1090,1090,-0.5842696629213483,-0.5948275862068966,-0.010557923285548276,6.0,2023-07-07 14:46:27.428322,2023-07-07 14:46:27.456507,0 days 00:00:00.028185,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,75,21,COMPLETE
1455,1455,-0.5842696629213483,-0.5603448275862069,-0.023924835335141448,8.0,2023-07-07 14:53:20.736701,2023-07-07 14:53:20.764608,0 days 00:00:00.027907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,75,29,COMPLETE
1849,1849,-0.5842696629213483,-0.5258620689655172,-0.05840759395583106,3.0,2023-07-07 15:02:35.297979,2023-07-07 15:02:35.324889,0 days 00:00:00.026910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75,36,COMPLETE
1979,1979,-0.5842696629213483,-0.5775862068965517,-0.006683456024796586,8.0,2023-07-07 15:06:02.639268,2023-07-07 15:06:02.666178,0 days 00:00:00.026910,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,75,39,COMPLETE
4764,4764,-0.5842696629213483,-0.5818965517241379,-0.002373111197210398,3.0,2023-07-07 19:06:37.986641,2023-07-07 19:06:38.040880,0 days 00:00:00.054239,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,95,COMPLETE
4596,4596,-0.5842696629213483,-0.5689655172413793,-0.015304145679968961,7.0,2023-07-07 18:46:23.895324,2023-07-07 18:46:23.949145,0 days 00:00:00.053821,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,75,91,COMPLETE
5646,5646,-0.5842696629213483,-0.5862068965517241,-0.0019372336303757898,7.0,2023-07-07 21:04:57.327833,2023-07-07 21:04:57.381809,0 days 00:00:00.053976,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,75,112,COMPLETE
4617,4617,-0.5842696629213483,-0.5991379310344828,-0.014868268113134464,10.0,2023-07-07 18:48:53.421659,2023-07-07 18:48:53.475478,0 days 00:00:00.053819,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,75,92,COMPLETE
4750,4750,-0.5842696629213483,-0.6077586206896551,-0.02348895776830684,7.0,2023-07-07 19:04:54.599802,2023-07-07 19:04:54.656132,0 days 00:00:00.056330,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,75,94,COMPLETE
3737,3737,-0.5842696629213483,-0.5775862068965517,-0.006683456024796586,7.0,2023-07-07 17:14:08.131640,2023-07-07 17:14:08.188450,0 days 00:00:00.056810,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,75,74,COMPLETE
455,455,-0.5842696629213483,-0.5862068965517241,-0.0019372336303757898,6.0,2023-07-07 14:39:24.578034,2023-07-07 14:39:24.603947,0 days 00:00:00.025913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,75,9,COMPLETE
3475,3475,-0.584,-0.5387931034482759,-0.04520689655172405,4.0,2023-07-07 16:49:10.609064,2023-07-07 16:49:10.661888,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,82,69,COMPLETE
3493,3493,-0.584,-0.5905172413793104,-0.006517241379310423,5.0,2023-07-07 16:50:50.128475,2023-07-07 16:50:50.180302,0 days 00:00:00.051827,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,82,69,COMPLETE
3151,3151,-0.584,-0.5172413793103449,-0.0667586206896551,2.0,2023-07-07 16:20:54.953594,2023-07-07 16:20:55.008411,0 days 00:00:00.054817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,62,COMPLETE
5531,5531,-0.584,-0.5646551724137931,-0.019344827586206814,8.0,2023-07-07 20:48:23.160026,2023-07-07 20:48:23.212850,0 days 00:00:00.052824,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,82,110,COMPLETE
4466,4466,-0.584,-0.5517241379310345,-0.03227586206896549,5.0,2023-07-07 18:31:13.174210,2023-07-07 18:31:13.230023,0 days 00:00:00.055813,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,82,89,COMPLETE
2718,2718,-0.584,-0.5431034482758621,-0.040896551724137864,2.0,2023-07-07 15:47:06.107109,2023-07-07 15:47:06.160929,0 days 00:00:00.053820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,54,COMPLETE
3295,3295,-0.584,-0.5560344827586207,-0.0279655172413793,6.0,2023-07-07 16:33:07.340036,2023-07-07 16:33:07.395850,0 days 00:00:00.055814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,82,65,COMPLETE
2571,2571,-0.584,-0.5560344827586207,-0.0279655172413793,3.0,2023-07-07 15:36:43.279437,2023-07-07 15:36:43.330267,0 days 00:00:00.050830,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,51,COMPLETE
4104,4104,-0.584,-0.5431034482758621,-0.040896551724137864,2.0,2023-07-07 17:51:21.382536,2023-07-07 17:51:21.435360,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,82,81,COMPLETE
2630,2630,-0.584,-0.5431034482758621,-0.040896551724137864,1.0,2023-07-07 15:40:49.017456,2023-07-07 15:40:49.071275,0 days 00:00:00.053819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,52,COMPLETE
3081,3081,-0.584,-0.5991379310344828,-0.015137931034482799,3.0,2023-07-07 16:15:10.129872,2023-07-07 16:15:10.179705,0 days 00:00:00.049833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,82,61,COMPLETE
2640,2640,-0.584,-0.5732758620689655,-0.010724137931034439,5.0,2023-07-07 15:41:31.320953,2023-07-07 15:41:31.374772,0 days 00:00:00.053819,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,52,COMPLETE
3192,3192,-0.584,-0.5431034482758621,-0.040896551724137864,2.0,2023-07-07 16:24:20.123203,2023-07-07 16:24:20.177022,0 days 00:00:00.053819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,63,COMPLETE
1998,1998,-0.584,-0.5431034482758621,-0.040896551724137864,7.0,2023-07-07 15:06:34.077953,2023-07-07 15:06:34.104864,0 days 00:00:00.026911,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,82,39,COMPLETE
3487,3487,-0.584,-0.5991379310344828,-0.015137931034482799,3.0,2023-07-07 16:50:17.082827,2023-07-07 16:50:17.134654,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,82,69,COMPLETE
1996,1996,-0.584,-0.5431034482758621,-0.040896551724137864,1.0,2023-07-07 15:06:30.758058,2023-07-07 15:06:30.783971,0 days 00:00:00.025913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,39,COMPLETE
2815,2815,-0.584,-0.5991379310344828,-0.015137931034482799,3.0,2023-07-07 15:54:15.933097,2023-07-07 15:54:15.984924,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,82,56,COMPLETE
2669,2669,-0.584,-0.5431034482758621,-0.040896551724137864,1.0,2023-07-07 15:43:34.800918,2023-07-07 15:43:34.853741,0 days 00:00:00.052823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,53,COMPLETE
2467,2467,-0.584,-0.5818965517241379,-0.002103448275862063,3.0,2023-07-07 15:29:45.324568,2023-07-07 15:29:45.374401,0 days 00:00:00.049833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,49,COMPLETE
3212,3212,-0.584,-0.5344827586206896,-0.04951724137931035,3.0,2023-07-07 16:26:01.161103,2023-07-07 16:26:01.213927,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,64,COMPLETE
5702,5702,-0.5837696335078534,-0.5431034482758621,-0.04066618523199128,4.0,2023-07-07 21:11:53.415019,2023-07-07 21:11:53.440321,0 days 00:00:00.025302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36,113,COMPLETE
3633,3633,-0.5836734693877551,-0.5603448275862069,-0.023328641801548256,8.0,2023-07-07 17:04:01.024176,2023-07-07 17:04:01.077995,0 days 00:00:00.053819,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,84,72,COMPLETE
1851,1851,-0.5836734693877551,-0.5603448275862069,-0.023328641801548256,10.0,2023-07-07 15:02:38.320867,2023-07-07 15:02:38.347778,0 days 00:00:00.026911,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,84,36,COMPLETE
5007,5007,-0.5836734693877551,-0.5732758620689655,-0.010397607318789581,12.0,2023-07-07 19:37:17.803253,2023-07-07 19:37:17.857272,0 days 00:00:00.054019,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,84,99,COMPLETE
5045,5045,-0.5836734693877551,-0.5818965517241379,-0.0017769176636172057,7.0,2023-07-07 19:42:12.930820,2023-07-07 19:42:12.985636,0 days 00:00:00.054816,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,84,100,COMPLETE
4978,4978,-0.5836734693877551,-0.521551724137931,-0.062121745249824056,4.0,2023-07-07 19:33:32.240502,2023-07-07 19:33:32.296477,0 days 00:00:00.055975,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,99,COMPLETE
2733,2733,-0.5835734870317003,-0.5646551724137931,-0.01891831461790716,8.0,2023-07-07 15:48:11.549209,2023-07-07 15:48:11.604025,0 days 00:00:00.054816,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,48,54,COMPLETE
3325,3325,-0.5835579514824798,-0.5517241379310345,-0.03183381355144532,10.0,2023-07-07 16:35:44.200897,2023-07-07 16:35:44.252723,0 days 00:00:00.051826,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,40,66,COMPLETE
2601,2601,-0.5835051546391753,-0.603448275862069,-0.019943121222893656,5.0,2023-07-07 15:38:47.556735,2023-07-07 15:38:47.609559,0 days 00:00:00.052824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,85,51,COMPLETE
4096,4096,-0.5834797891036907,-0.5646551724137931,-0.018824616689897544,7.0,2023-07-07 17:50:30.783342,2023-07-07 17:50:30.837163,0 days 00:00:00.053821,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68,81,COMPLETE
2105,2105,-0.5834710743801653,-0.5862068965517241,-0.002735822171558766,8.0,2023-07-07 15:09:36.914634,2023-07-07 15:09:36.942540,0 days 00:00:00.027906,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,62,42,COMPLETE
2404,2404,-0.5834710743801653,-0.5387931034482759,-0.04467797093188941,4.0,2023-07-07 15:25:40.333092,2023-07-07 15:25:40.383921,0 days 00:00:00.050829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,62,48,COMPLETE
4564,4564,-0.5834710743801653,-0.5689655172413793,-0.014505557138785985,6.0,2023-07-07 18:42:36.866615,2023-07-07 18:42:36.921432,0 days 00:00:00.054817,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,62,91,COMPLETE
5523,5523,-0.5834710743801653,-0.5603448275862069,-0.02312624679395847,4.0,2023-07-07 20:47:14.723923,2023-07-07 20:47:14.778739,0 days 00:00:00.054816,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62,110,COMPLETE
2750,2750,-0.5834710743801653,-0.5387931034482759,-0.04467797093188941,4.0,2023-07-07 15:49:26.401830,2023-07-07 15:49:26.454653,0 days 00:00:00.052823,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,62,54,COMPLETE
3770,3770,-0.5834710743801653,-0.5775862068965517,-0.0058848674836136095,11.0,2023-07-07 17:17:24.198069,2023-07-07 17:17:24.248899,0 days 00:00:00.050830,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,62,75,COMPLETE
5430,5430,-0.5834710743801653,-0.5603448275862069,-0.02312624679395847,4.0,2023-07-07 20:34:09.161742,2023-07-07 20:34:09.214566,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62,108,COMPLETE
3287,3287,-0.5834710743801653,-0.5603448275862069,-0.02312624679395847,4.0,2023-07-07 16:32:25.704214,2023-07-07 16:32:25.759031,0 days 00:00:00.054817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62,65,COMPLETE
3359,3359,-0.5834710743801653,-0.5603448275862069,-0.02312624679395847,4.0,2023-07-07 16:38:43.607343,2023-07-07 16:38:43.660166,0 days 00:00:00.052823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62,67,COMPLETE
528,528,-0.5833333333333334,-0.5344827586206896,-0.04885057471264376,11.0,2023-07-07 14:39:56.169075,2023-07-07 14:39:56.195985,0 days 00:00:00.026910,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,61,10,COMPLETE
2121,2121,-0.5827702702702703,-0.5991379310344828,-0.016367660764212477,3.0,2023-07-07 15:10:04.998246,2023-07-07 15:10:05.025156,0 days 00:00:00.026910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64,42,COMPLETE
2297,2297,-0.5827702702702703,-0.5862068965517241,-0.003436626281453803,8.0,2023-07-07 15:18:59.457001,2023-07-07 15:18:59.508828,0 days 00:00:00.051827,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,64,45,COMPLETE
