,number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_f_0,params_f_1,params_f_10,params_f_11,params_f_12,params_f_13,params_f_14,params_f_15,params_f_16,params_f_17,params_f_18,params_f_19,params_f_2,params_f_20,params_f_21,params_f_22,params_f_23,params_f_24,params_f_25,params_f_26,params_f_27,params_f_28,params_f_29,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_f_8,params_f_9,params_zscore_range,system_attrs_nsga2:generation,state
3279,3279,-0.6142857142857143,-0.603448275862069,-0.010837438423645374,13.0,2023-07-07 16:31:44.218585,2023-07-07 16:31:44.268419,0 days 00:00:00.049834,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,84,65,COMPLETE
4675,4675,-0.6142857142857143,-0.603448275862069,-0.010837438423645374,13.0,2023-07-07 18:55:49.437602,2023-07-07 18:55:49.489430,0 days 00:00:00.051828,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,84,93,COMPLETE
4673,4673,-0.6142857142857143,-0.5646551724137931,-0.049630541871921174,6.0,2023-07-07 18:55:35.094519,2023-07-07 18:55:35.151329,0 days 00:00:00.056810,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,84,93,COMPLETE
3976,3976,-0.6142857142857143,-0.603448275862069,-0.010837438423645374,13.0,2023-07-07 17:38:02.706993,2023-07-07 17:38:02.758820,0 days 00:00:00.051827,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,84,79,COMPLETE
1678,1678,-0.6142857142857143,-0.603448275862069,-0.010837438423645374,13.0,2023-07-07 14:58:24.310977,2023-07-07 14:58:24.336890,0 days 00:00:00.025913,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,84,33,COMPLETE
5058,5058,-0.6142857142857143,-0.5646551724137931,-0.049630541871921174,7.0,2023-07-07 19:43:54.132665,2023-07-07 19:43:54.186517,0 days 00:00:00.053852,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,84,100,COMPLETE
4859,4859,-0.6142857142857143,-0.5646551724137931,-0.049630541871921174,6.0,2023-07-07 19:18:24.808043,2023-07-07 19:18:24.860867,0 days 00:00:00.052824,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,84,97,COMPLETE
4959,4959,-0.6142857142857143,-0.5646551724137931,-0.049630541871921174,6.0,2023-07-07 19:31:05.312971,2023-07-07 19:31:05.401212,0 days 00:00:00.088241,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,84,99,COMPLETE
4309,4309,-0.6142322097378277,-0.5905172413793104,-0.023714968358517274,6.0,2023-07-07 18:13:31.087407,2023-07-07 18:13:31.141227,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,75,86,COMPLETE
5485,5485,-0.6122448979591837,-0.5689655172413793,-0.04327938071780435,7.0,2023-07-07 20:41:52.451833,2023-07-07 20:41:52.507646,0 days 00:00:00.055813,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,84,109,COMPLETE
5003,5003,-0.6122448979591837,-0.6120689655172413,-0.00017593244194236135,13.0,2023-07-07 19:36:46.524929,2023-07-07 19:36:46.577985,0 days 00:00:00.053056,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,84,99,COMPLETE
986,986,-0.6114864864864865,-0.5646551724137931,-0.046831314072693364,6.0,2023-07-07 14:44:55.373568,2023-07-07 14:44:55.403634,0 days 00:00:00.030066,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,19,COMPLETE
1590,1590,-0.6114864864864865,-0.5646551724137931,-0.046831314072693364,6.0,2023-07-07 14:56:20.428852,2023-07-07 14:56:20.455762,0 days 00:00:00.026910,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,31,COMPLETE
1657,1657,-0.6114864864864865,-0.5646551724137931,-0.046831314072693364,6.0,2023-07-07 14:57:54.565257,2023-07-07 14:57:54.591170,0 days 00:00:00.025913,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,33,COMPLETE
4718,4718,-0.6086142322097379,-0.5775862068965517,-0.03102802531318616,7.0,2023-07-07 19:01:00.800477,2023-07-07 19:01:00.853300,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,75,94,COMPLETE
2462,2462,-0.6086142322097379,-0.5732758620689655,-0.035338370140772346,6.0,2023-07-07 15:29:25.706190,2023-07-07 15:29:25.758017,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,75,49,COMPLETE
3797,3797,-0.6086142322097379,-0.5775862068965517,-0.03102802531318616,7.0,2023-07-07 17:20:04.929974,2023-07-07 17:20:04.981802,0 days 00:00:00.051828,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,75,75,COMPLETE
2724,2724,-0.6086142322097379,-0.5732758620689655,-0.035338370140772346,6.0,2023-07-07 15:47:32.230727,2023-07-07 15:47:32.281557,0 days 00:00:00.050830,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,75,54,COMPLETE
3885,3885,-0.608,-0.5431034482758621,-0.06489655172413789,6.0,2023-07-07 17:28:48.172451,2023-07-07 17:28:48.225274,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,82,77,COMPLETE
2706,2706,-0.6067415730337079,-0.5818965517241379,-0.024845021309570003,7.0,2023-07-07 15:46:13.990437,2023-07-07 15:46:14.042263,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,75,54,COMPLETE
1574,1574,-0.6067415730337079,-0.5905172413793104,-0.016224331654397517,10.0,2023-07-07 14:55:58.417144,2023-07-07 14:55:58.445051,0 days 00:00:00.027907,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75,31,COMPLETE
2991,2991,-0.6067415730337079,-0.5818965517241379,-0.024845021309570003,7.0,2023-07-07 16:07:53.003875,2023-07-07 16:07:53.056698,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,75,59,COMPLETE
3576,3576,-0.6067415730337079,-0.5862068965517241,-0.020534676481983816,7.0,2023-07-07 16:58:35.126482,2023-07-07 16:58:35.179305,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,71,COMPLETE
3930,3930,-0.6067415730337079,-0.5862068965517241,-0.020534676481983816,7.0,2023-07-07 17:33:19.865166,2023-07-07 17:33:19.917045,0 days 00:00:00.051879,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,78,COMPLETE
3706,3706,-0.6067415730337079,-0.5862068965517241,-0.020534676481983816,7.0,2023-07-07 17:11:05.384389,2023-07-07 17:11:05.438208,0 days 00:00:00.053819,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,74,COMPLETE
3088,3088,-0.606,-0.5818965517241379,-0.024103448275862083,6.0,2023-07-07 16:15:44.327934,2023-07-07 16:15:44.381754,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,82,61,COMPLETE
4517,4517,-0.6048689138576779,-0.5818965517241379,-0.022972362133540036,7.0,2023-07-07 18:37:07.199723,2023-07-07 18:37:07.252546,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,90,COMPLETE
1654,1654,-0.6048689138576779,-0.5991379310344828,-0.005730982823195174,8.0,2023-07-07 14:57:50.220789,2023-07-07 14:57:50.248695,0 days 00:00:00.027906,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75,33,COMPLETE
5111,5111,-0.6048689138576779,-0.5775862068965517,-0.027282706961126224,7.0,2023-07-07 19:50:51.862224,2023-07-07 19:50:51.914893,0 days 00:00:00.052669,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,75,101,COMPLETE
4894,4894,-0.6048689138576779,-0.5775862068965517,-0.027282706961126224,9.0,2023-07-07 19:22:48.989168,2023-07-07 19:22:49.041991,0 days 00:00:00.052823,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,75,97,COMPLETE
1344,1344,-0.6048689138576779,-0.5991379310344828,-0.005730982823195174,8.0,2023-07-07 14:50:53.957915,2023-07-07 14:50:53.988690,0 days 00:00:00.030775,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75,26,COMPLETE
3929,3929,-0.6048689138576779,-0.5818965517241379,-0.022972362133540036,7.0,2023-07-07 17:33:13.780688,2023-07-07 17:33:13.834763,0 days 00:00:00.054075,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,78,COMPLETE
4998,4998,-0.6048689138576779,-0.5775862068965517,-0.027282706961126224,8.0,2023-07-07 19:36:07.600542,2023-07-07 19:36:07.654846,0 days 00:00:00.054304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,75,99,COMPLETE
4443,4443,-0.6048689138576779,-0.5818965517241379,-0.022972362133540036,7.0,2023-07-07 18:28:34.844975,2023-07-07 18:28:34.896802,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,88,COMPLETE
4807,4807,-0.6040816326530613,-0.5603448275862069,-0.0437368050668544,9.0,2023-07-07 19:11:56.214995,2023-07-07 19:11:56.298715,0 days 00:00:00.083720,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,84,96,COMPLETE
1884,1884,-0.6040816326530613,-0.603448275862069,-0.000633356790992301,14.0,2023-07-07 15:03:29.582658,2023-07-07 15:03:29.610565,0 days 00:00:00.027907,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,84,37,COMPLETE
4722,4722,-0.6040816326530613,-0.6077586206896551,-0.0036769880365938867,12.0,2023-07-07 19:01:30.132694,2023-07-07 19:01:30.183525,0 days 00:00:00.050831,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,84,94,COMPLETE
1512,1512,-0.6038461538461538,-0.5517241379310345,-0.052122015915119335,8.0,2023-07-07 14:54:35.392756,2023-07-07 14:54:35.421659,0 days 00:00:00.028903,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,78,30,COMPLETE
1399,1399,-0.6033057851239669,-0.5732758620689655,-0.030029923055001406,6.0,2023-07-07 14:51:59.265515,2023-07-07 14:51:59.300147,0 days 00:00:00.034632,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,62,27,COMPLETE
1634,1634,-0.6030405405405406,-0.5431034482758621,-0.05993709226467847,4.0,2023-07-07 14:57:21.893026,2023-07-07 14:57:21.920932,0 days 00:00:00.027906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64,32,COMPLETE
4568,4568,-0.602996254681648,-0.5689655172413793,-0.03403073744026863,8.0,2023-07-07 18:43:05.106161,2023-07-07 18:43:05.155994,0 days 00:00:00.049833,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,91,COMPLETE
4124,4124,-0.602996254681648,-0.5948275862068966,-0.008168668474751395,6.0,2023-07-07 17:53:28.259995,2023-07-07 17:53:28.311822,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,75,82,COMPLETE
1365,1365,-0.602996254681648,-0.5905172413793104,-0.012479013302337583,6.0,2023-07-07 14:51:18.412718,2023-07-07 14:51:18.435766,0 days 00:00:00.023048,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,27,COMPLETE
4485,4485,-0.602996254681648,-0.5689655172413793,-0.03403073744026863,8.0,2023-07-07 18:33:24.636668,2023-07-07 18:33:24.690488,0 days 00:00:00.053820,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,89,COMPLETE
1193,1193,-0.602996254681648,-0.5948275862068966,-0.008168668474751395,6.0,2023-07-07 14:48:07.684150,2023-07-07 14:48:07.711060,0 days 00:00:00.026910,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,23,COMPLETE
909,909,-0.6029143897996357,-0.5474137931034483,-0.055500596696187454,6.0,2023-07-07 14:43:53.150427,2023-07-07 14:43:53.180551,0 days 00:00:00.030124,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,72,18,COMPLETE
770,770,-0.6013513513513513,-0.6120689655172413,-0.01071761416589001,8.0,2023-07-07 14:42:13.107211,2023-07-07 14:42:13.138897,0 days 00:00:00.031686,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,15,COMPLETE
1880,1880,-0.6013513513513513,-0.5258620689655172,-0.07548928238583408,8.0,2023-07-07 15:03:23.386941,2023-07-07 15:03:23.413851,0 days 00:00:00.026910,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,64,37,COMPLETE
991,991,-0.6013513513513513,-0.6120689655172413,-0.01071761416589001,8.0,2023-07-07 14:44:59.585265,2023-07-07 14:44:59.607653,0 days 00:00:00.022388,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,19,COMPLETE
919,919,-0.6013513513513513,-0.6120689655172413,-0.01071761416589001,8.0,2023-07-07 14:44:01.007489,2023-07-07 14:44:01.026553,0 days 00:00:00.019064,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,18,COMPLETE
1269,1269,-0.601123595505618,-0.5431034482758621,-0.0580201472297559,5.0,2023-07-07 14:49:28.566701,2023-07-07 14:49:28.603379,0 days 00:00:00.036678,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,25,COMPLETE
740,740,-0.601123595505618,-0.5905172413793104,-0.010606354126307616,13.0,2023-07-07 14:41:53.572920,2023-07-07 14:41:53.599053,0 days 00:00:00.026133,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,75,14,COMPLETE
3136,3136,-0.601123595505618,-0.5646551724137931,-0.03646842309182485,8.0,2023-07-07 16:19:40.411912,2023-07-07 16:19:40.464735,0 days 00:00:00.052823,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,75,62,COMPLETE
2162,2162,-0.601123595505618,-0.5991379310344828,-0.00198566447113524,7.0,2023-07-07 15:11:18.071647,2023-07-07 15:11:18.097560,0 days 00:00:00.025913,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75,43,COMPLETE
1551,1551,-0.601123595505618,-0.5991379310344828,-0.00198566447113524,7.0,2023-07-07 14:55:27.274215,2023-07-07 14:55:27.321058,0 days 00:00:00.046843,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75,31,COMPLETE
4974,4974,-0.601123595505618,-0.5775862068965517,-0.02353738860906629,7.0,2023-07-07 19:33:00.867698,2023-07-07 19:33:00.922764,0 days 00:00:00.055066,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,75,99,COMPLETE
2523,2523,-0.601123595505618,-0.5991379310344828,-0.00198566447113524,7.0,2023-07-07 15:33:28.041496,2023-07-07 15:33:28.095317,0 days 00:00:00.053821,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75,50,COMPLETE
1783,1783,-0.6007853403141361,-0.5301724137931034,-0.07061292652103268,11.0,2023-07-07 15:00:55.644931,2023-07-07 15:00:55.674050,0 days 00:00:00.029119,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,36,35,COMPLETE
4732,4732,-0.6,-0.5732758620689655,-0.026724137931034453,8.0,2023-07-07 19:02:42.995419,2023-07-07 19:02:43.050234,0 days 00:00:00.054815,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,62,94,COMPLETE
4055,4055,-0.6,-0.5905172413793104,-0.00948275862068959,10.0,2023-07-07 17:46:11.493442,2023-07-07 17:46:11.548103,0 days 00:00:00.054661,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,62,80,COMPLETE
3639,3639,-0.6,-0.5905172413793104,-0.00948275862068959,10.0,2023-07-07 17:04:35.500777,2023-07-07 17:04:35.552605,0 days 00:00:00.051828,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,62,72,COMPLETE
2918,2918,-0.6,-0.5905172413793104,-0.00948275862068959,10.0,2023-07-07 16:02:08.226926,2023-07-07 16:02:08.279749,0 days 00:00:00.052823,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,62,58,COMPLETE
2283,2283,-0.6,-0.5905172413793104,-0.00948275862068959,10.0,2023-07-07 15:18:08.361912,2023-07-07 15:18:08.416729,0 days 00:00:00.054817,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,62,45,COMPLETE
3961,3961,-0.6,-0.5905172413793104,-0.00948275862068959,10.0,2023-07-07 17:36:29.969422,2023-07-07 17:36:30.022252,0 days 00:00:00.052830,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,62,79,COMPLETE
3043,3043,-0.6,-0.5732758620689655,-0.026724137931034453,5.0,2023-07-07 16:12:03.142133,2023-07-07 16:12:03.192963,0 days 00:00:00.050830,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,62,60,COMPLETE
1607,1607,-0.5996621621621622,-0.603448275862069,-0.003786113699906779,7.0,2023-07-07 14:56:44.033480,2023-07-07 14:56:44.061388,0 days 00:00:00.027908,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,32,COMPLETE
4371,4371,-0.599250936329588,-0.5818965517241379,-0.017354384605450135,9.0,2023-07-07 18:20:26.062019,2023-07-07 18:20:26.121822,0 days 00:00:00.059803,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,75,87,COMPLETE
3264,3264,-0.599250936329588,-0.5862068965517241,-0.013044039777863947,7.0,2023-07-07 16:30:26.711273,2023-07-07 16:30:26.764096,0 days 00:00:00.052823,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,65,COMPLETE
1648,1648,-0.599250936329588,-0.5905172413793104,-0.008733694950277648,5.0,2023-07-07 14:57:41.745140,2023-07-07 14:57:41.772050,0 days 00:00:00.026910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,75,32,COMPLETE
1143,1143,-0.599250936329588,-0.5474137931034483,-0.05183714322613975,5.0,2023-07-07 14:47:17.763906,2023-07-07 14:47:17.794088,0 days 00:00:00.030182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,22,COMPLETE
1482,1482,-0.599250936329588,-0.5905172413793104,-0.008733694950277648,5.0,2023-07-07 14:53:56.013016,2023-07-07 14:53:56.041919,0 days 00:00:00.028903,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,75,29,COMPLETE
3625,3625,-0.599250936329588,-0.5948275862068966,-0.004423350122691461,6.0,2023-07-07 17:03:15.112524,2023-07-07 17:03:15.167340,0 days 00:00:00.054816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,72,COMPLETE
3286,3286,-0.599250936329588,-0.5905172413793104,-0.008733694950277648,8.0,2023-07-07 16:32:20.516596,2023-07-07 16:32:20.569390,0 days 00:00:00.052794,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,75,65,COMPLETE
3314,3314,-0.599250936329588,-0.5862068965517241,-0.013044039777863947,7.0,2023-07-07 16:34:46.438922,2023-07-07 16:34:46.489752,0 days 00:00:00.050830,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,66,COMPLETE
2987,2987,-0.599250936329588,-0.5603448275862069,-0.038906108743381185,7.0,2023-07-07 16:07:33.909465,2023-07-07 16:07:33.965278,0 days 00:00:00.055813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,75,59,COMPLETE
3233,3233,-0.599250936329588,-0.5818965517241379,-0.017354384605450135,8.0,2023-07-07 16:27:47.883761,2023-07-07 16:27:47.935588,0 days 00:00:00.051827,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,75,64,COMPLETE
3228,3228,-0.599250936329588,-0.5905172413793104,-0.008733694950277648,8.0,2023-07-07 16:27:22.548504,2023-07-07 16:27:22.603321,0 days 00:00:00.054817,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,75,64,COMPLETE
2999,2999,-0.599250936329588,-0.5905172413793104,-0.008733694950277648,5.0,2023-07-07 16:08:31.245208,2023-07-07 16:08:31.297034,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75,59,COMPLETE
3908,3908,-0.599250936329588,-0.5948275862068966,-0.004423350122691461,6.0,2023-07-07 17:31:06.393823,2023-07-07 17:31:06.444683,0 days 00:00:00.050860,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,75,78,COMPLETE
2167,2167,-0.599250936329588,-0.5775862068965517,-0.021664729433036323,7.0,2023-07-07 15:11:27.231560,2023-07-07 15:11:27.262457,0 days 00:00:00.030897,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,75,43,COMPLETE
2543,2543,-0.598,-0.5560344827586207,-0.04196551724137931,3.0,2023-07-07 15:34:48.892057,2023-07-07 15:34:48.940894,0 days 00:00:00.048837,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,50,COMPLETE
5703,5703,-0.598,-0.5862068965517241,-0.011793103448275888,6.0,2023-07-07 21:11:58.629605,2023-07-07 21:11:58.661501,0 days 00:00:00.031896,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,113,COMPLETE
4943,4943,-0.5979591836734693,-0.5646551724137931,-0.03330401125967619,7.0,2023-07-07 19:29:02.148131,2023-07-07 19:29:02.203537,0 days 00:00:00.055406,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,84,98,COMPLETE
5219,5219,-0.5973782771535581,-0.5991379310344828,-0.0017596538809246942,6.0,2023-07-07 20:05:15.924016,2023-07-07 20:05:15.978832,0 days 00:00:00.054816,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75,104,COMPLETE
4947,4947,-0.5973782771535581,-0.5603448275862069,-0.03703344956735122,5.0,2023-07-07 19:29:32.791945,2023-07-07 19:29:32.846733,0 days 00:00:00.054788,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,98,COMPLETE
3219,3219,-0.5973782771535581,-0.5603448275862069,-0.03703344956735122,7.0,2023-07-07 16:26:36.775780,2023-07-07 16:26:36.829600,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75,64,COMPLETE
2511,2511,-0.5973782771535581,-0.521551724137931,-0.07582655301562702,4.0,2023-07-07 15:32:39.974279,2023-07-07 15:32:40.028099,0 days 00:00:00.053820,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,50,COMPLETE
3830,3830,-0.5973782771535581,-0.5775862068965517,-0.019792070257006356,5.0,2023-07-07 17:23:20.259779,2023-07-07 17:23:20.310610,0 days 00:00:00.050831,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,75,76,COMPLETE
