,number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_df_entry,params_t,params_t_exit,system_attrs_nsga2:generation,state
3402,3402,-0.9928660665339727,-0.47220184234124074,-49068.0,2023-06-07 15:31:52.565693,2023-06-07 15:31:52.981059,0 days 00:00:00.415366,26,23,4,68,COMPLETE
3167,3167,-0.9921459296266083,-0.47757403581267216,-46464.0,2023-06-07 15:25:05.175536,2023-06-07 15:25:05.616987,0 days 00:00:00.441451,16,9,5,63,COMPLETE
2354,2354,-0.9920714236887889,-0.4562167235771042,-123586.0,2023-06-07 15:05:26.145172,2023-06-07 15:05:26.557076,0 days 00:00:00.411904,3,22,3,47,COMPLETE
1028,1028,-0.9914086226044735,-0.47864757459155993,-15853.0,2023-06-07 14:41:20.420078,2023-06-07 14:41:20.791207,0 days 00:00:00.371129,37,9,3,20,COMPLETE
2862,2862,-0.9912709278629106,-0.5167597765363129,-716.0,2023-06-07 15:16:59.576082,2023-06-07 15:17:00.044296,0 days 00:00:00.468214,78,3,4,57,COMPLETE
1592,1592,-0.9910184643954384,-0.4786337114010359,-76265.0,2023-06-07 14:49:47.867361,2023-06-07 14:49:48.444469,0 days 00:00:00.577108,17,29,7,31,COMPLETE
1569,1569,-0.9908390384169808,-0.4948892674616695,-1174.0,2023-06-07 14:49:22.908700,2023-06-07 14:49:23.398511,0 days 00:00:00.489811,86,5,3,31,COMPLETE
978,978,-0.9908213004692844,-0.48106508875739645,-1690.0,2023-06-07 14:40:41.271860,2023-06-07 14:40:41.674998,0 days 00:00:00.403138,82,6,3,19,COMPLETE
1567,1567,-0.9903268391130408,-0.4846916004641614,-44812.0,2023-06-07 14:49:20.818550,2023-06-07 14:49:21.268023,0 days 00:00:00.449473,33,30,8,31,COMPLETE
312,312,-0.9902803242665839,-0.48459535324157055,-29569.0,2023-06-07 14:33:52.871479,2023-06-07 14:33:53.191583,0 days 00:00:00.320104,46,28,8,6,COMPLETE
2199,2199,-0.9899219440990703,-0.5194688823721082,-61380.0,2023-06-07 15:01:47.271707,2023-06-07 15:01:47.700969,0 days 00:00:00.429262,20,24,28,43,COMPLETE
2971,2971,-0.9897125115789127,-0.5209908315907994,-55953.0,2023-06-07 15:19:54.427102,2023-06-07 15:19:54.863074,0 days 00:00:00.435972,20,20,29,59,COMPLETE
1020,1020,-0.9892154230545708,-0.5334702258726899,-2435.0,2023-06-07 14:41:14.378343,2023-06-07 14:41:14.749764,0 days 00:00:00.371421,39,2,9,20,COMPLETE
100,100,-0.9889655348844988,-0.4957048101608908,-132823.0,2023-06-07 14:32:26.851831,2023-06-07 14:32:27.261792,0 days 00:00:00.409961,2,25,20,2,COMPLETE
3444,3444,-0.9887165923133544,-0.4585552732934524,-48812.0,2023-06-07 15:33:02.665496,2023-06-07 15:33:03.065660,0 days 00:00:00.400164,30,30,2,68,COMPLETE
396,396,-0.9884580740553595,-0.4881769641495042,-1311.0,2023-06-07 14:34:30.157455,2023-06-07 14:34:30.485986,0 days 00:00:00.328531,91,6,3,7,COMPLETE
3458,3458,-0.987365862333551,-0.47103442854897026,-76332.0,2023-06-07 15:33:29.636985,2023-06-07 15:33:30.066502,0 days 00:00:00.429517,13,20,5,69,COMPLETE
2276,2276,-0.9868222312830806,-0.5151601830663616,-3496.0,2023-06-07 15:03:39.077850,2023-06-07 15:03:39.558118,0 days 00:00:00.480268,67,7,7,45,COMPLETE
378,378,-0.9866828357274186,-0.5041535776614311,-14325.0,2023-06-07 14:34:21.641172,2023-06-07 14:34:21.961432,0 days 00:00:00.320260,72,27,27,7,COMPLETE
1690,1690,-0.9863657354779914,-0.4742777584406544,-14365.0,2023-06-07 14:51:37.148294,2023-06-07 14:51:37.571926,0 days 00:00:00.423632,76,30,4,33,COMPLETE
56,56,-0.9862418762443631,-0.49769787523737863,-111636.0,2023-06-07 14:32:10.584343,2023-06-07 14:32:10.943090,0 days 00:00:00.358747,6,25,20,1,COMPLETE
2246,2246,-0.9861188921824977,-0.49870192749158965,-119793.0,2023-06-07 15:02:56.376348,2023-06-07 15:02:56.861615,0 days 00:00:00.485267,4,24,21,44,COMPLETE
1897,1897,-0.9847085698479543,-0.5297805642633229,-957.0,2023-06-07 14:55:26.857514,2023-06-07 14:55:27.246576,0 days 00:00:00.389062,56,2,8,37,COMPLETE
1138,1138,-0.9840284353288757,-0.4642673107890499,-62100.0,2023-06-07 14:42:46.060519,2023-06-07 14:42:46.439767,0 days 00:00:00.379248,14,13,3,22,COMPLETE
2951,2951,-0.9839053874888736,-0.4583333333333333,-14568.0,2023-06-07 15:19:24.013171,2023-06-07 15:19:24.444108,0 days 00:00:00.430937,71,27,2,59,COMPLETE
1427,1427,-0.9823684988656086,-0.4657594973305322,-51883.0,2023-06-07 14:47:06.413883,2023-06-07 14:47:06.811497,0 days 00:00:00.397614,17,12,3,28,COMPLETE
2382,2382,-0.9814183137362569,-0.47612473607276273,-24628.0,2023-06-07 15:06:00.955562,2023-06-07 15:06:01.341903,0 days 00:00:00.386341,49,25,5,47,COMPLETE
308,308,-0.9813787998862851,-0.47499735253627023,-47215.0,2023-06-07 14:33:50.991021,2023-06-07 14:33:51.322298,0 days 00:00:00.331277,25,21,5,6,COMPLETE
1222,1222,-0.9807401290798039,-0.483309457523583,-36997.0,2023-06-07 14:44:00.289626,2023-06-07 14:44:00.661865,0 days 00:00:00.372239,38,28,8,24,COMPLETE
1434,1434,-0.9807401290798039,-0.483309457523583,-36997.0,2023-06-07 14:47:12.589147,2023-06-07 14:47:12.975930,0 days 00:00:00.386783,38,28,8,28,COMPLETE
1817,1817,-0.9806126795195066,-0.5336463223787168,-639.0,2023-06-07 14:53:53.942707,2023-06-07 14:53:54.347900,0 days 00:00:00.405193,65,2,3,36,COMPLETE
803,803,-0.9804251072880266,-0.4742169402759593,-19858.0,2023-06-07 14:38:25.806267,2023-06-07 14:38:26.190536,0 days 00:00:00.384269,60,28,4,16,COMPLETE
317,317,-0.9803029318705064,-0.46152454032141305,-27628.0,2023-06-07 14:33:55.021356,2023-06-07 14:33:55.351286,0 days 00:00:00.329930,44,24,2,6,COMPLETE
2170,2170,-0.9803029318705064,-0.46152454032141305,-27628.0,2023-06-07 15:01:09.069608,2023-06-07 15:01:09.486007,0 days 00:00:00.416399,44,24,2,43,COMPLETE
1410,1410,-0.9803029318705064,-0.46152454032141305,-27628.0,2023-06-07 14:46:51.418912,2023-06-07 14:46:51.778808,0 days 00:00:00.359896,44,24,2,28,COMPLETE
3076,3076,-0.9802531787657736,-0.48374775314559615,-40056.0,2023-06-07 15:22:45.182712,2023-06-07 15:22:45.629790,0 days 00:00:00.447078,35,28,8,61,COMPLETE
329,329,-0.9793615194116129,-0.477732652990385,-115236.0,2023-06-07 14:34:00.151586,2023-06-07 14:34:00.499017,0 days 00:00:00.347431,5,28,8,6,COMPLETE
484,484,-0.9786221241536924,-0.504021623035508,-137631.0,2023-06-07 14:35:13.645694,2023-06-07 14:35:14.060652,0 days 00:00:00.414958,1,22,27,9,COMPLETE
1585,1585,-0.9772707681331904,-0.4836741248260358,-18682.0,2023-06-07 14:49:39.607152,2023-06-07 14:49:40.016253,0 days 00:00:00.409101,65,30,8,31,COMPLETE
3006,3006,-0.9771734138532963,-0.47568622432657237,-31258.0,2023-06-07 15:20:48.145927,2023-06-07 15:20:48.592894,0 days 00:00:00.446967,44,28,6,60,COMPLETE
2820,2820,-0.9765363223737946,-0.5072733620388689,-25779.0,2023-06-07 15:15:55.585856,2023-06-07 15:15:56.063700,0 days 00:00:00.477844,14,3,8,56,COMPLETE
81,81,-0.9765339484616488,-0.4862259998482204,-39531.0,2023-06-07 14:32:19.699225,2023-06-07 14:32:20.031605,0 days 00:00:00.332380,36,28,10,1,COMPLETE
291,291,-0.9762500241787082,-0.48489992852037167,-22384.0,2023-06-07 14:33:43.828391,2023-06-07 14:33:44.145570,0 days 00:00:00.317179,58,30,11,5,COMPLETE
1186,1186,-0.9760698504786103,-0.4923798120827161,-49277.0,2023-06-07 14:43:27.010462,2023-06-07 14:43:27.540195,0 days 00:00:00.529733,29,28,13,23,COMPLETE
3446,3446,-0.9750124346666472,-0.5154983666242737,-40101.0,2023-06-07 15:33:05.905652,2023-06-07 15:33:06.333652,0 days 00:00:00.428000,28,19,26,68,COMPLETE
1957,1957,-0.9747347780843126,-0.46937516423503606,-87527.0,2023-06-07 14:56:41.847346,2023-06-07 14:56:42.290288,0 days 00:00:00.442942,10,21,5,39,COMPLETE
264,264,-0.9739699410254034,-0.47806501618565633,-109665.0,2023-06-07 14:33:32.498283,2023-06-07 14:33:32.844708,0 days 00:00:00.346425,7,28,8,5,COMPLETE
2161,2161,-0.9720106302449945,-0.5191559016103344,-22604.0,2023-06-07 15:00:57.406704,2023-06-07 15:00:57.905537,0 days 00:00:00.498833,50,24,30,43,COMPLETE
133,133,-0.9711776638397199,-0.5032135421381371,-88376.0,2023-06-07 14:32:40.283298,2023-06-07 14:32:40.647744,0 days 00:00:00.364446,12,26,21,2,COMPLETE
198,198,-0.9711776638397199,-0.5032135421381371,-88376.0,2023-06-07 14:33:05.742420,2023-06-07 14:33:06.114180,0 days 00:00:00.371760,12,26,21,3,COMPLETE
1774,1774,-0.9708054719465589,-0.5007546426930901,-106673.0,2023-06-07 14:53:07.307813,2023-06-07 14:53:07.727596,0 days 00:00:00.419783,7,24,22,35,COMPLETE
324,324,-0.9705846615010355,-0.4995811518324607,-47750.0,2023-06-07 14:33:57.997878,2023-06-07 14:33:58.372971,0 days 00:00:00.375093,8,3,8,6,COMPLETE
1845,1845,-0.9705420694860702,-0.46559792538457007,-84835.0,2023-06-07 14:54:24.982124,2023-06-07 14:54:25.462620,0 days 00:00:00.480496,10,19,4,36,COMPLETE
185,185,-0.9684055251321867,-0.46870402395271404,-38743.0,2023-06-07 14:33:00.601779,2023-06-07 14:33:00.931314,0 days 00:00:00.329535,28,18,3,3,COMPLETE
2342,2342,-0.968253541541891,-0.5062243066411904,-17271.0,2023-06-07 15:05:10.660589,2023-06-07 15:05:11.077565,0 days 00:00:00.416976,10,1,6,46,COMPLETE
143,143,-0.968215336283798,-0.5217124129455142,-53702.0,2023-06-07 14:32:44.171649,2023-06-07 14:32:44.501430,0 days 00:00:00.329781,21,19,30,2,COMPLETE
2477,2477,-0.9680515763804747,-0.5120464622494223,-80065.0,2023-06-07 15:08:01.235144,2023-06-07 15:08:01.625163,0 days 00:00:00.390019,13,23,26,49,COMPLETE
339,339,-0.9672681098638017,-0.5092237636344382,-47215.0,2023-06-07 14:34:04.411432,2023-06-07 14:34:04.749467,0 days 00:00:00.338035,25,21,23,6,COMPLETE
981,981,-0.9668957328019843,-0.49001038675383396,-16367.0,2023-06-07 14:40:43.720256,2023-06-07 14:40:44.097357,0 days 00:00:00.377101,70,30,18,19,COMPLETE
260,260,-0.9663676597769273,-0.47493567287720495,-32257.0,2023-06-07 14:33:30.851522,2023-06-07 14:33:31.219149,0 days 00:00:00.367627,41,26,6,5,COMPLETE
1962,1962,-0.9630628906623115,-0.4733666609205309,-29005.0,2023-06-07 14:56:48.979779,2023-06-07 14:56:49.490517,0 days 00:00:00.510738,47,28,4,39,COMPLETE
2338,2338,-0.9629355718535235,-0.4798024370229303,-129174.0,2023-06-07 15:05:05.669357,2023-06-07 15:05:06.175869,0 days 00:00:00.506512,1,4,7,46,COMPLETE
1279,1279,-0.9629355718535235,-0.4798024370229303,-129174.0,2023-06-07 14:44:50.118660,2023-06-07 14:44:50.622894,0 days 00:00:00.504234,1,4,7,25,COMPLETE
1988,1988,-0.9629355718535235,-0.4798024370229303,-129174.0,2023-06-07 14:57:21.757124,2023-06-07 14:57:22.243087,0 days 00:00:00.485963,1,4,7,39,COMPLETE
411,411,-0.962453335174735,-0.4890895410082769,-1329.0,2023-06-07 14:34:37.344855,2023-06-07 14:34:37.714334,0 days 00:00:00.369479,90,6,3,8,COMPLETE
534,534,-0.9615555227025886,-0.4724554829180229,-73118.0,2023-06-07 14:35:40.541110,2023-06-07 14:35:40.880883,0 days 00:00:00.339773,16,24,5,10,COMPLETE
3057,3057,-0.9604744860777441,-0.49802232574492394,-11377.0,2023-06-07 15:22:12.332474,2023-06-07 15:22:12.857486,0 days 00:00:00.525012,86,30,25,61,COMPLETE
925,925,-0.9598842724690709,-0.46252445326870856,-68498.0,2023-06-07 14:39:58.345224,2023-06-07 14:39:58.848202,0 days 00:00:00.502978,13,15,3,18,COMPLETE
2570,2570,-0.9594163299000682,-0.4575340608689758,-14753.0,2023-06-07 15:10:04.366472,2023-06-07 15:10:04.749708,0 days 00:00:00.383236,70,27,2,51,COMPLETE
611,611,-0.9593873048615065,-0.47604559065005314,-20706.0,2023-06-07 14:36:20.970901,2023-06-07 14:36:21.298365,0 days 00:00:00.327464,59,28,6,12,COMPLETE
3176,3176,-0.9593523650613824,-0.47969393761035906,-3398.0,2023-06-07 15:25:18.893841,2023-06-07 15:25:19.366822,0 days 00:00:00.472981,82,10,4,63,COMPLETE
1032,1032,-0.959094663224712,-0.517517225271517,-17126.0,2023-06-07 14:41:23.389840,2023-06-07 14:41:23.813695,0 days 00:00:00.423855,59,23,30,20,COMPLETE
3448,3448,-0.9589218855804129,-0.4837261503928171,-39204.0,2023-06-07 15:33:10.183842,2023-06-07 15:33:10.677576,0 days 00:00:00.493734,35,27,8,68,COMPLETE
775,775,-0.9587294448227587,-0.5185702439663074,-22913.0,2023-06-07 14:38:08.853279,2023-06-07 14:38:09.292431,0 days 00:00:00.439152,49,23,30,15,COMPLETE
389,389,-0.9576605336965074,-0.5160532498042286,-60019.0,2023-06-07 14:34:26.579429,2023-06-07 14:34:26.915203,0 days 00:00:00.335774,20,23,27,7,COMPLETE
1095,1095,-0.9572007483272937,-0.5031200722401176,-74197.0,2023-06-07 14:42:12.176846,2023-06-07 14:42:12.621266,0 days 00:00:00.444420,17,27,19,21,COMPLETE
3354,3354,-0.9571693225581478,-0.4735044896926774,-7907.0,2023-06-07 15:30:33.835793,2023-06-07 15:30:34.209717,0 days 00:00:00.373924,53,9,2,67,COMPLETE
2004,2004,-0.956504753313369,-0.5149048246139112,-66824.0,2023-06-07 14:57:41.915337,2023-06-07 14:57:42.407040,0 days 00:00:00.491703,18,24,26,40,COMPLETE
2891,2891,-0.9560668190391146,-0.5122814892396699,-40101.0,2023-06-07 15:17:45.574479,2023-06-07 15:17:46.011043,0 days 00:00:00.436564,28,19,25,57,COMPLETE
2702,2702,-0.9557547296493222,-0.46637069042404544,-100909.0,2023-06-07 15:13:01.684381,2023-06-07 15:13:02.108049,0 days 00:00:00.423668,7,18,5,54,COMPLETE
1116,1116,-0.9555881291614505,-0.47699271796890375,-25405.0,2023-06-07 14:42:28.911909,2023-06-07 14:42:29.284709,0 days 00:00:00.372800,45,23,5,22,COMPLETE
1174,1174,-0.9555555046410988,-0.5184135977337111,-706.0,2023-06-07 14:43:14.504503,2023-06-07 14:43:14.901849,0 days 00:00:00.397346,79,3,4,23,COMPLETE
788,788,-0.9554436611930155,-0.5112406479262004,-55068.0,2023-06-07 14:38:16.730866,2023-06-07 14:38:17.062762,0 days 00:00:00.331896,24,25,24,15,COMPLETE
1710,1710,-0.9554205822749972,-0.49314754286369633,-17439.0,2023-06-07 14:51:56.898207,2023-06-07 14:51:57.283258,0 days 00:00:00.385051,65,28,17,34,COMPLETE
1367,1367,-0.955351706117417,-0.5036674816625917,-818.0,2023-06-07 14:46:13.191914,2023-06-07 14:46:13.632920,0 days 00:00:00.441006,87,4,5,27,COMPLETE
1506,1506,-0.955351706117417,-0.5036674816625917,-818.0,2023-06-07 14:48:21.483806,2023-06-07 14:48:21.878497,0 days 00:00:00.394691,87,4,5,30,COMPLETE
3328,3328,-0.9547553616212406,-0.5294117647058824,-935.0,2023-06-07 15:29:42.080941,2023-06-07 15:29:42.521524,0 days 00:00:00.440583,57,2,8,66,COMPLETE
638,638,-0.9544534116246988,-0.4795816733067729,-4016.0,2023-06-07 14:36:35.491293,2023-06-07 14:36:35.825503,0 days 00:00:00.334210,80,11,3,12,COMPLETE
2487,2487,-0.9540595353381094,-0.47448891942965127,-23284.0,2023-06-07 15:08:14.125127,2023-06-07 15:08:14.564990,0 days 00:00:00.439863,53,27,4,49,COMPLETE
2783,2783,-0.9535284594297824,-0.45548741302571344,-126043.0,2023-06-07 15:15:01.887595,2023-06-07 15:15:02.316010,0 days 00:00:00.428415,2,10,3,55,COMPLETE
2176,2176,-0.9535284594297824,-0.45548741302571344,-126043.0,2023-06-07 15:01:17.226452,2023-06-07 15:01:17.663998,0 days 00:00:00.437546,2,10,3,43,COMPLETE
1171,1171,-0.9534389071400378,-0.47613762486126526,-22525.0,2023-06-07 14:43:12.169796,2023-06-07 14:43:12.553369,0 days 00:00:00.383573,53,26,4,23,COMPLETE
452,452,-0.952571257742392,-0.42483339866718933,-112244.0,2023-06-07 14:34:56.499766,2023-06-07 14:34:56.866217,0 days 00:00:00.366451,2,3,1,9,COMPLETE
3442,3442,-0.9521385485688214,-0.47511716134791343,-26886.0,2023-06-07 15:32:59.210926,2023-06-07 15:32:59.598159,0 days 00:00:00.387233,48,27,5,68,COMPLETE
3205,3205,-0.9516452213627409,-0.47637387053769814,-27004.0,2023-06-07 15:26:08.171729,2023-06-07 15:26:08.580294,0 days 00:00:00.408565,35,16,4,64,COMPLETE
172,172,-0.9509296691017358,-0.5005887740416067,-76430.0,2023-06-07 14:32:55.511586,2023-06-07 14:32:55.852528,0 days 00:00:00.340942,15,26,18,3,COMPLETE
1048,1048,-0.9509117896265569,-0.48409295622410375,-27755.0,2023-06-07 14:41:35.389346,2023-06-07 14:41:35.779671,0 days 00:00:00.390325,48,28,8,20,COMPLETE
851,851,-0.9509117896265569,-0.48409295622410375,-27755.0,2023-06-07 14:39:00.975875,2023-06-07 14:39:01.514205,0 days 00:00:00.538330,48,28,8,17,COMPLETE
1694,1694,-0.9507800943695739,-0.5067881386209361,-11196.0,2023-06-07 14:51:41.089438,2023-06-07 14:51:41.458984,0 days 00:00:00.369546,87,30,30,33,COMPLETE
2899,2899,-0.950080683410658,-0.48903635314483557,-3466.0,2023-06-07 15:17:58.730290,2023-06-07 15:17:59.188183,0 days 00:00:00.457893,33,2,2,57,COMPLETE
115,115,-0.9474648805210297,-0.4817244611059044,-115236.0,2023-06-07 14:32:33.216924,2023-06-07 14:32:33.561553,0 days 00:00:00.344629,5,28,11,2,COMPLETE
196,196,-0.9474648805210297,-0.4817244611059044,-115236.0,2023-06-07 14:33:04.956205,2023-06-07 14:33:05.294633,0 days 00:00:00.338428,5,28,11,3,COMPLETE
660,660,-0.9462129457148852,-0.5016765540366263,-34893.0,2023-06-07 14:36:48.598921,2023-06-07 14:36:49.024133,0 days 00:00:00.425212,37,24,17,13,COMPLETE
562,562,-0.9459116543632646,-0.47340687616336363,-73064.0,2023-06-07 14:35:55.461006,2023-06-07 14:35:55.818123,0 days 00:00:00.357117,17,26,6,11,COMPLETE
2443,2443,-0.9457792286639299,-0.483739837398374,-2952.0,2023-06-07 15:07:17.826368,2023-06-07 15:07:18.235199,0 days 00:00:00.408831,87,10,5,48,COMPLETE
2586,2586,-0.9448695820093445,-0.4996028594122319,-47842.0,2023-06-07 15:10:25.234531,2023-06-07 15:10:25.700993,0 days 00:00:00.466462,26,22,17,51,COMPLETE
2245,2245,-0.944575043768399,-0.47384771634256356,-66954.0,2023-06-07 15:02:55.049119,2023-06-07 15:02:55.652768,0 days 00:00:00.603649,17,21,5,44,COMPLETE
1129,1129,-0.9431504201314848,-0.5163779012749264,-30590.0,2023-06-07 14:42:39.082902,2023-06-07 14:42:39.459655,0 days 00:00:00.376753,35,19,26,22,COMPLETE
1383,1383,-0.9412237255818271,-0.47766820190865533,-75341.0,2023-06-07 14:46:27.969252,2023-06-07 14:46:28.388887,0 days 00:00:00.419635,17,28,7,27,COMPLETE
593,593,-0.9405634638242445,-0.5081286909729348,-131571.0,2023-06-07 14:36:11.270319,2023-06-07 14:36:11.616169,0 days 00:00:00.345850,2,20,30,11,COMPLETE
3279,3279,-0.9396907243824535,-0.48048922539312755,-1717.0,2023-06-07 15:28:17.151603,2023-06-07 15:28:17.616390,0 days 00:00:00.464787,81,6,3,65,COMPLETE
2103,2103,-0.93959990255274,-0.4978563772775991,-11196.0,2023-06-07 14:59:43.887018,2023-06-07 14:59:44.362617,0 days 00:00:00.475599,87,30,25,42,COMPLETE
2608,2608,-0.9395547020805424,-0.4681000406368909,-27069.0,2023-06-07 15:10:54.174480,2023-06-07 15:10:54.594765,0 days 00:00:00.420285,39,19,3,52,COMPLETE
3074,3074,-0.9391703559514386,-0.5186544342507645,-1635.0,2023-06-07 15:22:41.568813,2023-06-07 15:22:42.025339,0 days 00:00:00.456526,67,4,7,61,COMPLETE
811,811,-0.9390437870557361,-0.4856477889837083,-1289.0,2023-06-07 14:38:31.474106,2023-06-07 14:38:31.896719,0 days 00:00:00.422613,92,6,3,16,COMPLETE
3365,3365,-0.9384807635529487,-0.4620035718610001,-132144.0,2023-06-07 15:30:51.591421,2023-06-07 15:30:52.001181,0 days 00:00:00.409760,2,22,4,67,COMPLETE
1121,1121,-0.9384807635529487,-0.4620035718610001,-132144.0,2023-06-07 14:42:32.833808,2023-06-07 14:42:33.260014,0 days 00:00:00.426206,2,22,4,22,COMPLETE
1779,1779,-0.9383113856890479,-0.5050338306024292,-49068.0,2023-06-07 14:53:12.354249,2023-06-07 14:53:12.781529,0 days 00:00:00.427280,26,23,20,35,COMPLETE
1273,1273,-0.9382978184464519,-0.5078188690432076,-13493.0,2023-06-07 14:44:44.322350,2023-06-07 14:44:44.730094,0 days 00:00:00.407744,75,28,30,25,COMPLETE
2172,2172,-0.9373874990088061,-0.4987320371935757,-1183.0,2023-06-07 15:01:11.712900,2023-06-07 15:01:12.168114,0 days 00:00:00.455214,75,4,4,43,COMPLETE
2125,2125,-0.9360027768592049,-0.4734608728634758,-42183.0,2023-06-07 15:00:11.726475,2023-06-07 15:00:12.114876,0 days 00:00:00.388401,32,25,4,42,COMPLETE
970,970,-0.9345780249716571,-0.4814942330865898,-23236.0,2023-06-07 14:40:34.972484,2023-06-07 14:40:35.393454,0 days 00:00:00.420970,37,14,5,19,COMPLETE
25,25,-0.934520913460554,-0.4947701503032434,-11377.0,2023-06-07 14:31:59.073595,2023-06-07 14:31:59.417923,0 days 00:00:00.344328,86,30,23,0,COMPLETE
2535,2535,-0.9344268171043283,-0.5087108013937283,-574.0,2023-06-07 15:09:16.936023,2023-06-07 15:09:17.380025,0 days 00:00:00.444002,99,4,5,50,COMPLETE
3041,3041,-0.9340274226385247,-0.5160280490859003,-7986.0,2023-06-07 15:21:47.067843,2023-06-07 15:21:47.462592,0 days 00:00:00.394749,28,3,9,60,COMPLETE
2087,2087,-0.9334467118340546,-0.4891312044183247,-14123.0,2023-06-07 14:59:23.996751,2023-06-07 14:59:24.386748,0 days 00:00:00.389997,77,30,19,41,COMPLETE
34,34,-0.9331453860554086,-0.4960502223384776,-19115.0,2023-06-07 14:32:02.498240,2023-06-07 14:32:02.826340,0 days 00:00:00.328100,60,27,17,0,COMPLETE
1758,1758,-0.9328970244638349,-0.5177710428433668,-58072.0,2023-06-07 14:52:48.517840,2023-06-07 14:52:48.952502,0 days 00:00:00.434662,19,19,28,35,COMPLETE
208,208,-0.9319828862647632,-0.472852912142152,-55715.0,2023-06-07 14:33:09.816547,2023-06-07 14:33:10.153633,0 days 00:00:00.337086,26,29,5,4,COMPLETE
3403,3403,-0.931663292382829,-0.4961858529819695,-2884.0,2023-06-07 15:31:54.160698,2023-06-07 15:31:54.560792,0 days 00:00:00.400094,36,2,2,68,COMPLETE
676,676,-0.9316557873651807,-0.46957997919062483,-54783.0,2023-06-07 14:36:59.631098,2023-06-07 14:37:00.112870,0 days 00:00:00.481772,26,28,4,13,COMPLETE
2814,2814,-0.9314490090312555,-0.4658709127011091,-132453.0,2023-06-07 15:15:47.033738,2023-06-07 15:15:47.442316,0 days 00:00:00.408578,2,23,5,56,COMPLETE
239,239,-0.931120367373652,-0.52015211495901,-64162.0,2023-06-07 14:33:22.182743,2023-06-07 14:33:22.515572,0 days 00:00:00.332829,17,19,30,4,COMPLETE
48,48,-0.931120367373652,-0.52015211495901,-64162.0,2023-06-07 14:32:07.604493,2023-06-07 14:32:07.953994,0 days 00:00:00.349501,17,19,30,0,COMPLETE
692,692,-0.9309103136885336,-0.46077593443323517,-131042.0,2023-06-07 14:37:10.384711,2023-06-07 14:37:10.835293,0 days 00:00:00.450582,2,19,4,13,COMPLETE
1282,1282,-0.9308819961557514,-0.48410745004631467,-37785.0,2023-06-07 14:44:53.129443,2023-06-07 14:44:53.551102,0 days 00:00:00.421659,37,27,8,25,COMPLETE
1990,1990,-0.9305442909795292,-0.4808539026017345,-22485.0,2023-06-07 14:57:24.040087,2023-06-07 14:57:24.531086,0 days 00:00:00.490999,39,15,5,39,COMPLETE
1821,1821,-0.9253542607258121,-0.44358219222253276,-46519.0,2023-06-07 14:53:58.484939,2023-06-07 14:53:58.907749,0 days 00:00:00.422810,27,22,1,36,COMPLETE
2239,2239,-0.9246655266135471,-0.5006478362270018,-3859.0,2023-06-07 15:02:47.116184,2023-06-07 15:02:47.580102,0 days 00:00:00.463918,69,8,6,44,COMPLETE
307,307,-0.9231701948146144,-0.48032162917246685,-102727.0,2023-06-07 14:33:50.556760,2023-06-07 14:33:50.902954,0 days 00:00:00.346194,8,27,10,6,COMPLETE
3405,3405,-0.9213984785340101,-0.5135908440629471,-699.0,2023-06-07 15:31:57.280269,2023-06-07 15:31:57.650947,0 days 00:00:00.370678,44,1,5,68,COMPLETE
1712,1712,-0.9209591903827086,-0.46211298207495927,-14728.0,2023-06-07 14:51:58.878284,2023-06-07 14:51:59.256881,0 days 00:00:00.378597,40,10,2,34,COMPLETE
769,769,-0.9209238016256756,-0.5245084590763603,-21870.0,2023-06-07 14:38:04.508514,2023-06-07 14:38:04.970702,0 days 00:00:00.462188,44,18,30,15,COMPLETE
1673,1673,-0.9207592289256982,-0.506715542308281,-137219.0,2023-06-07 14:51:20.518032,2023-06-07 14:51:20.956985,0 days 00:00:00.438953,1,20,30,33,COMPLETE
397,397,-0.9191497220313706,-0.4766063677459499,-133391.0,2023-06-07 14:34:30.603306,2023-06-07 14:34:30.970345,0 days 00:00:00.367039,2,27,9,7,COMPLETE
1851,1851,-0.919031760862938,-0.4906040027307679,-27831.0,2023-06-07 14:54:32.311507,2023-06-07 14:54:32.757605,0 days 00:00:00.446098,46,26,13,37,COMPLETE
2029,2029,-0.918224076142841,-0.42804037673195316,-136118.0,2023-06-07 14:58:13.377564,2023-06-07 14:58:13.924502,0 days 00:00:00.546938,1,15,1,40,COMPLETE
2109,2109,-0.9167254128933411,-0.5165839708650062,-81826.0,2023-06-07 14:59:51.706901,2023-06-07 14:59:52.401667,0 days 00:00:00.694766,11,18,30,42,COMPLETE
3158,3158,-0.9165601861131866,-0.541025641025641,-780.0,2023-06-07 15:24:51.382261,2023-06-07 15:24:51.776385,0 days 00:00:00.394124,60,2,7,63,COMPLETE
1373,1373,-0.9157080125352574,-0.4811478416826316,-24533.0,2023-06-07 14:46:18.838424,2023-06-07 14:46:19.266200,0 days 00:00:00.427776,34,13,5,27,COMPLETE
398,398,-0.915440773633214,-0.4695783620363872,-18523.0,2023-06-07 14:34:31.095488,2023-06-07 14:34:31.421943,0 days 00:00:00.326455,53,21,3,7,COMPLETE
3172,3172,-0.9140957457683437,-0.481106124221804,-27628.0,2023-06-07 15:25:12.968179,2023-06-07 15:25:13.351782,0 days 00:00:00.383603,44,24,7,63,COMPLETE
1583,1583,-0.9140291215325903,-0.5225817323896191,-47472.0,2023-06-07 14:49:37.800451,2023-06-07 14:49:38.189527,0 days 00:00:00.389076,22,16,30,31,COMPLETE
