,number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_df_entry,params_t,params_t_exit,system_attrs_nsga2:generation,state
2930,2930,-2.999247753067832,-0.4881408258378603,-33687.0,2023-06-07 15:18:49.068018,2023-06-07 15:18:49.568362,0 days 00:00:00.500344,13,4,3,58,COMPLETE
2627,2627,-2.999247753067832,-0.4881408258378603,-33687.0,2023-06-07 15:11:19.709666,2023-06-07 15:11:20.176583,0 days 00:00:00.466917,13,4,3,52,COMPLETE
2940,2940,-2.9965869234301477,-0.4860266061668557,-38788.0,2023-06-07 15:19:05.842985,2023-06-07 15:19:06.377893,0 days 00:00:00.534908,12,4,3,58,COMPLETE
2829,2829,-2.949770988193146,-0.4847321223269717,-43490.0,2023-06-07 15:16:08.744780,2023-06-07 15:16:09.159561,0 days 00:00:00.414781,10,4,3,56,COMPLETE
1628,1628,-2.949770988193146,-0.4847321223269717,-43490.0,2023-06-07 14:50:35.440978,2023-06-07 14:50:36.024023,0 days 00:00:00.583045,10,4,3,32,COMPLETE
1883,1883,-2.949770988193146,-0.4847321223269717,-43490.0,2023-06-07 14:55:10.977435,2023-06-07 14:55:11.382484,0 days 00:00:00.405049,10,4,3,37,COMPLETE
1533,1533,-2.949770988193146,-0.4847321223269717,-43490.0,2023-06-07 14:48:47.078698,2023-06-07 14:48:47.539221,0 days 00:00:00.460523,10,4,3,30,COMPLETE
1353,1353,-2.949770988193146,-0.4847321223269717,-43490.0,2023-06-07 14:46:00.981364,2023-06-07 14:46:01.369381,0 days 00:00:00.388017,10,4,3,27,COMPLETE
3431,3431,-2.845340626124275,-0.49401254514350884,-21044.0,2023-06-07 15:32:40.703363,2023-06-07 15:32:41.106502,0 days 00:00:00.403139,19,4,3,68,COMPLETE
3178,3178,-2.845207632015066,-0.49023282635334825,-27746.0,2023-06-07 15:25:22.553054,2023-06-07 15:25:23.107948,0 days 00:00:00.554894,15,4,3,63,COMPLETE
3043,3043,-2.8081992990452203,-0.49489537824787305,-43490.0,2023-06-07 15:21:50.077447,2023-06-07 15:21:50.615444,0 days 00:00:00.537997,10,4,4,60,COMPLETE
2849,2849,-2.8081992990452203,-0.49489537824787305,-43490.0,2023-06-07 15:16:38.823591,2023-06-07 15:16:39.233777,0 days 00:00:00.410186,10,4,4,56,COMPLETE
2596,2596,-2.8081992990452203,-0.49489537824787305,-43490.0,2023-06-07 15:10:38.381145,2023-06-07 15:10:38.764886,0 days 00:00:00.383741,10,4,4,51,COMPLETE
2889,2889,-2.7963688467289294,-0.4601342735954618,-76858.0,2023-06-07 15:17:42.506120,2023-06-07 15:17:42.973481,0 days 00:00:00.467361,6,5,2,57,COMPLETE
1836,1836,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 14:54:15.432453,2023-06-07 14:54:15.807893,0 days 00:00:00.375440,17,4,3,36,COMPLETE
2724,2724,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 15:13:35.178782,2023-06-07 15:13:35.593839,0 days 00:00:00.415057,17,4,3,54,COMPLETE
3265,3265,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 15:27:53.461417,2023-06-07 15:27:53.854926,0 days 00:00:00.393509,17,4,3,65,COMPLETE
1542,1542,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 14:48:55.510326,2023-06-07 14:48:55.880481,0 days 00:00:00.370155,17,4,3,30,COMPLETE
1346,1346,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 14:45:54.997536,2023-06-07 14:45:55.359193,0 days 00:00:00.361657,17,4,3,26,COMPLETE
1942,1942,-2.789983810580199,-0.4915281139637316,-25201.0,2023-06-07 14:56:23.181720,2023-06-07 14:56:23.689771,0 days 00:00:00.508051,17,4,3,38,COMPLETE
3099,3099,-2.7745040104389904,-0.49209145427286355,-26680.0,2023-06-07 15:23:22.262214,2023-06-07 15:23:22.658228,0 days 00:00:00.396014,18,5,3,61,COMPLETE
3338,3338,-2.769466924035445,-0.4660577585159383,-49378.0,2023-06-07 15:30:02.135536,2023-06-07 15:30:02.636030,0 days 00:00:00.500494,10,5,2,66,COMPLETE
1891,1891,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:55:20.248319,2023-06-07 14:55:20.662624,0 days 00:00:00.414305,17,5,3,37,COMPLETE
1548,1548,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:49:01.360603,2023-06-07 14:49:01.813535,0 days 00:00:00.452932,17,5,3,30,COMPLETE
1151,1151,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:42:56.224526,2023-06-07 14:42:56.612788,0 days 00:00:00.388262,17,5,3,23,COMPLETE
1252,1252,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:44:26.309575,2023-06-07 14:44:26.735890,0 days 00:00:00.426315,17,5,3,25,COMPLETE
1447,1447,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:47:24.413580,2023-06-07 14:47:24.838731,0 days 00:00:00.425151,17,5,3,28,COMPLETE
1881,1881,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:55:08.607327,2023-06-07 14:55:09.017508,0 days 00:00:00.410181,17,5,3,37,COMPLETE
420,420,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:34:41.561215,2023-06-07 14:34:41.901388,0 days 00:00:00.340173,17,5,3,8,COMPLETE
2061,2061,-2.742274219078228,-0.49150785690404547,-29910.0,2023-06-07 14:58:53.077054,2023-06-07 14:58:53.564485,0 days 00:00:00.487431,17,5,3,41,COMPLETE
3153,3153,-2.714674965897487,-0.4725878867475031,-32741.0,2023-06-07 15:24:43.829662,2023-06-07 15:24:44.243657,0 days 00:00:00.413995,15,5,2,63,COMPLETE
2478,2478,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 15:08:02.460020,2023-06-07 15:08:02.869404,0 days 00:00:00.409384,3,5,2,49,COMPLETE
2482,2482,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 15:08:07.665320,2023-06-07 15:08:08.115099,0 days 00:00:00.449779,3,5,2,49,COMPLETE
2323,2323,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 15:04:45.519657,2023-06-07 15:04:46.056598,0 days 00:00:00.536941,3,5,2,46,COMPLETE
2455,2455,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 15:07:33.071494,2023-06-07 15:07:33.482401,0 days 00:00:00.410907,3,5,2,49,COMPLETE
2432,2432,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 15:07:04.231858,2023-06-07 15:07:04.644392,0 days 00:00:00.412534,3,5,2,48,COMPLETE
1491,1491,-2.7081956538375787,-0.45629408413069533,-101794.0,2023-06-07 14:48:06.589845,2023-06-07 14:48:07.123695,0 days 00:00:00.533850,3,5,2,29,COMPLETE
3451,3451,-2.7054896406150175,-0.45293397597735446,-130710.0,2023-06-07 15:33:15.953092,2023-06-07 15:33:16.450091,0 days 00:00:00.496999,1,5,2,69,COMPLETE
2428,2428,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 15:06:59.038926,2023-06-07 15:06:59.457139,0 days 00:00:00.418213,10,5,3,48,COMPLETE
1519,1519,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 14:48:33.558800,2023-06-07 14:48:33.950091,0 days 00:00:00.391291,10,5,3,30,COMPLETE
1600,1600,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 14:49:59.792641,2023-06-07 14:50:00.411274,0 days 00:00:00.618633,10,5,3,32,COMPLETE
1687,1687,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 14:51:34.251115,2023-06-07 14:51:34.648209,0 days 00:00:00.397094,10,5,3,33,COMPLETE
1277,1277,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 14:44:48.030200,2023-06-07 14:44:48.521353,0 days 00:00:00.491153,10,5,3,25,COMPLETE
2171,2171,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 15:01:10.368375,2023-06-07 15:01:10.916380,0 days 00:00:00.548005,10,5,3,43,COMPLETE
923,923,-2.6958934822971687,-0.4835959334116408,-49378.0,2023-06-07 14:39:56.542076,2023-06-07 14:39:57.070110,0 days 00:00:00.528034,10,5,3,18,COMPLETE
3336,3336,-2.6816238160313874,-0.467003908944585,-43490.0,2023-06-07 15:29:57.418223,2023-06-07 15:29:57.945269,0 days 00:00:00.527046,10,4,2,66,COMPLETE
2312,2312,-2.6816238160313874,-0.467003908944585,-43490.0,2023-06-07 15:04:30.208799,2023-06-07 15:04:30.635958,0 days 00:00:00.427159,10,4,2,46,COMPLETE
1250,1250,-2.6816238160313874,-0.467003908944585,-43490.0,2023-06-07 14:44:24.541248,2023-06-07 14:44:24.989122,0 days 00:00:00.447874,10,4,2,25,COMPLETE
3307,3307,-2.6816238160313874,-0.467003908944585,-43490.0,2023-06-07 15:29:04.541432,2023-06-07 15:29:04.991311,0 days 00:00:00.449879,10,4,2,66,COMPLETE
2325,2325,-2.6509448235205304,-0.4880845872305815,-36885.0,2023-06-07 15:04:48.445726,2023-06-07 15:04:48.902173,0 days 00:00:00.456447,14,5,3,46,COMPLETE
2248,2248,-2.6509448235205304,-0.4880845872305815,-36885.0,2023-06-07 15:02:59.146944,2023-06-07 15:02:59.552991,0 days 00:00:00.406047,14,5,3,44,COMPLETE
2307,2307,-2.6509448235205304,-0.4880845872305815,-36885.0,2023-06-07 15:04:22.985860,2023-06-07 15:04:23.402841,0 days 00:00:00.416981,14,5,3,46,COMPLETE
2208,2208,-2.6509448235205304,-0.4880845872305815,-36885.0,2023-06-07 15:01:58.684735,2023-06-07 15:01:59.145733,0 days 00:00:00.460998,14,5,3,44,COMPLETE
1882,1882,-2.642727589496716,-0.5015697290152016,-12104.0,2023-06-07 14:55:09.792609,2023-06-07 14:55:10.211858,0 days 00:00:00.419249,27,4,3,37,COMPLETE
3378,3378,-2.624824466307245,-0.5029959128606007,-25201.0,2023-06-07 15:31:12.991160,2023-06-07 15:31:13.365516,0 days 00:00:00.374356,17,4,4,67,COMPLETE
3326,3326,-2.624824466307245,-0.5029959128606007,-25201.0,2023-06-07 15:29:38.401201,2023-06-07 15:29:38.866843,0 days 00:00:00.465642,17,4,4,66,COMPLETE
1070,1070,-2.6197444326854122,-0.46877900381561305,-38788.0,2023-06-07 14:41:52.115032,2023-06-07 14:41:52.502396,0 days 00:00:00.387364,12,4,2,21,COMPLETE
3271,3271,-2.6090085873852864,-0.48152926425962606,-55033.0,2023-06-07 15:28:03.052234,2023-06-07 15:28:03.516710,0 days 00:00:00.464476,8,4,3,65,COMPLETE
3273,3273,-2.6090085873852864,-0.48152926425962606,-55033.0,2023-06-07 15:28:06.131619,2023-06-07 15:28:06.541351,0 days 00:00:00.409732,8,4,3,65,COMPLETE
2740,2740,-2.6090085873852864,-0.48152926425962606,-55033.0,2023-06-07 15:13:57.366959,2023-06-07 15:13:57.813915,0 days 00:00:00.446956,8,4,3,54,COMPLETE
2984,2984,-2.5970116757873356,-0.4864975450081833,-39104.0,2023-06-07 15:20:13.704021,2023-06-07 15:20:14.112737,0 days 00:00:00.408716,13,5,3,59,COMPLETE
2978,2978,-2.5899389684454848,-0.4653238998048915,-50741.0,2023-06-07 15:20:04.933138,2023-06-07 15:20:05.314446,0 days 00:00:00.381308,9,4,2,59,COMPLETE
3064,3064,-2.5746498786485734,-0.4767150442477876,-70625.0,2023-06-07 15:22:25.493193,2023-06-07 15:22:25.944771,0 days 00:00:00.451578,7,5,3,61,COMPLETE
3039,3039,-2.5746498786485734,-0.4767150442477876,-70625.0,2023-06-07 15:21:44.017735,2023-06-07 15:21:44.515870,0 days 00:00:00.498135,7,5,3,60,COMPLETE
2815,2815,-2.563014373306772,-0.47505537248122737,-74044.0,2023-06-07 15:15:48.470161,2023-06-07 15:15:48.883745,0 days 00:00:00.413584,5,4,3,56,COMPLETE
3299,3299,-2.531358469402335,-0.4937593935829576,-15303.0,2023-06-07 15:28:51.335750,2023-06-07 15:28:51.753602,0 days 00:00:00.417852,23,4,3,65,COMPLETE
2456,2456,-2.531358469402335,-0.4937593935829576,-15303.0,2023-06-07 15:07:34.370222,2023-06-07 15:07:34.780415,0 days 00:00:00.410193,23,4,3,49,COMPLETE
2693,2693,-2.5216126954928533,-0.5270758122743683,-4986.0,2023-06-07 15:12:49.269459,2023-06-07 15:12:49.734119,0 days 00:00:00.464660,35,3,4,53,COMPLETE
1714,1714,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 14:52:00.813264,2023-06-07 14:52:01.208197,0 days 00:00:00.394933,7,4,3,34,COMPLETE
1933,1933,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 14:56:10.142306,2023-06-07 14:56:10.577454,0 days 00:00:00.435148,7,4,3,38,COMPLETE
2661,2661,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 15:12:05.079451,2023-06-07 15:12:05.493163,0 days 00:00:00.413712,7,4,3,53,COMPLETE
3217,3217,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 15:26:29.541852,2023-06-07 15:26:30.021963,0 days 00:00:00.480111,7,4,3,64,COMPLETE
1944,1944,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 14:56:26.123615,2023-06-07 14:56:26.560555,0 days 00:00:00.436940,7,4,3,38,COMPLETE
3208,3208,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 15:26:13.214117,2023-06-07 15:26:13.632539,0 days 00:00:00.418422,7,4,3,64,COMPLETE
2599,2599,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 15:10:42.344777,2023-06-07 15:10:42.749806,0 days 00:00:00.405029,7,4,3,51,COMPLETE
2922,2922,-2.5214735750240718,-0.4774302072562848,-64799.0,2023-06-07 15:18:35.992444,2023-06-07 15:18:36.472969,0 days 00:00:00.480525,7,4,3,58,COMPLETE
2168,2168,-2.490126467826109,-0.46974821882036044,-97267.0,2023-06-07 15:01:06.480070,2023-06-07 15:01:06.973455,0 days 00:00:00.493385,3,4,3,43,COMPLETE
3479,3479,-2.490126467826109,-0.46974821882036044,-97267.0,2023-06-07 15:34:08.796373,2023-06-07 15:34:09.264074,0 days 00:00:00.467701,3,4,3,69,COMPLETE
1801,1801,-2.490126467826109,-0.46974821882036044,-97267.0,2023-06-07 14:53:35.458455,2023-06-07 14:53:35.971106,0 days 00:00:00.512651,3,4,3,36,COMPLETE
2452,2452,-2.490126467826109,-0.46974821882036044,-97267.0,2023-06-07 15:07:29.275240,2023-06-07 15:07:29.690099,0 days 00:00:00.414859,3,4,3,49,COMPLETE
2531,2531,-2.4890684910482537,-0.5168947818648417,-9352.0,2023-06-07 15:09:11.714838,2023-06-07 15:09:12.114890,0 days 00:00:00.400052,26,3,4,50,COMPLETE
2780,2780,-2.4890684910482537,-0.5168947818648417,-9352.0,2023-06-07 15:14:57.304074,2023-06-07 15:14:57.713692,0 days 00:00:00.409618,26,3,4,55,COMPLETE
518,518,-2.482397383231584,-0.5146198830409356,-12654.0,2023-06-07 14:35:32.414933,2023-06-07 14:35:32.768841,0 days 00:00:00.353908,26,4,4,10,COMPLETE
584,584,-2.482397383231584,-0.5146198830409356,-12654.0,2023-06-07 14:36:06.500965,2023-06-07 14:36:06.866563,0 days 00:00:00.365598,26,4,4,11,COMPLETE
1794,1794,-2.482397383231584,-0.5146198830409356,-12654.0,2023-06-07 14:53:28.287579,2023-06-07 14:53:28.657932,0 days 00:00:00.370353,26,4,4,35,COMPLETE
478,478,-2.482397383231584,-0.5146198830409356,-12654.0,2023-06-07 14:35:10.286217,2023-06-07 14:35:10.696819,0 days 00:00:00.410602,26,4,4,9,COMPLETE
1458,1458,-2.482397383231584,-0.5146198830409356,-12654.0,2023-06-07 14:47:34.318868,2023-06-07 14:47:34.703970,0 days 00:00:00.385102,26,4,4,29,COMPLETE
1757,1757,-2.4736786232516397,-0.45155681757787886,-131711.0,2023-06-07 14:52:47.398893,2023-06-07 14:52:47.788069,0 days 00:00:00.389176,1,6,2,35,COMPLETE
2159,2159,-2.4736786232516397,-0.45155681757787886,-131711.0,2023-06-07 15:00:54.754318,2023-06-07 15:00:55.315431,0 days 00:00:00.561113,1,6,2,43,COMPLETE
1594,1594,-2.4736786232516397,-0.45155681757787886,-131711.0,2023-06-07 14:49:50.940361,2023-06-07 14:49:51.617362,0 days 00:00:00.677001,1,6,2,31,COMPLETE
2043,2043,-2.4702824015209672,-0.5147884996695308,-12104.0,2023-06-07 14:58:30.649780,2023-06-07 14:58:31.066918,0 days 00:00:00.417138,27,4,4,40,COMPLETE
2053,2053,-2.4702824015209672,-0.5147884996695308,-12104.0,2023-06-07 14:58:43.036848,2023-06-07 14:58:43.512028,0 days 00:00:00.475180,27,4,4,41,COMPLETE
2863,2863,-2.4689860804150503,-0.5023896458574524,-33687.0,2023-06-07 15:17:01.101399,2023-06-07 15:17:01.594651,0 days 00:00:00.493252,13,4,5,57,COMPLETE
3027,3027,-2.4536526996780044,-0.46234077735177076,-55033.0,2023-06-07 15:21:23.275465,2023-06-07 15:21:23.799416,0 days 00:00:00.523951,8,4,2,60,COMPLETE
2086,2086,-2.4406396413122833,-0.4996631484392544,-8906.0,2023-06-07 14:59:22.801958,2023-06-07 14:59:23.161507,0 days 00:00:00.359549,27,3,3,41,COMPLETE
2383,2383,-2.4163213986057515,-0.4849547798157383,-70986.0,2023-06-07 15:06:02.155514,2023-06-07 15:06:02.625674,0 days 00:00:00.470160,6,4,4,47,COMPLETE
850,850,-2.4141551939009043,-0.4525755324418029,-121140.0,2023-06-07 14:38:59.961792,2023-06-07 14:39:00.575036,0 days 00:00:00.613244,2,6,2,17,COMPLETE
1382,1382,-2.413242873253817,-0.4993791676247413,-43490.0,2023-06-07 14:46:27.084145,2023-06-07 14:46:27.511906,0 days 00:00:00.427761,10,4,5,27,COMPLETE
1385,1385,-2.413242873253817,-0.4993791676247413,-43490.0,2023-06-07 14:46:29.684177,2023-06-07 14:46:30.079139,0 days 00:00:00.394962,10,4,5,27,COMPLETE
1389,1389,-2.413242873253817,-0.4993791676247413,-43490.0,2023-06-07 14:46:33.154050,2023-06-07 14:46:33.586790,0 days 00:00:00.432740,10,4,5,27,COMPLETE
1002,1002,-2.413242873253817,-0.4993791676247413,-43490.0,2023-06-07 14:40:59.811585,2023-06-07 14:41:00.313039,0 days 00:00:00.501454,10,4,5,20,COMPLETE
1566,1566,-2.413242873253817,-0.4993791676247413,-43490.0,2023-06-07 14:49:19.678441,2023-06-07 14:49:20.081406,0 days 00:00:00.402965,10,4,5,31,COMPLETE
3315,3315,-2.3980598973269087,-0.48716801185203473,-64799.0,2023-06-07 15:29:17.869612,2023-06-07 15:29:18.347672,0 days 00:00:00.478060,7,4,4,66,COMPLETE
3481,3481,-2.397573802327761,-0.5016271056661562,-10448.0,2023-06-07 15:34:12.558008,2023-06-07 15:34:13.011578,0 days 00:00:00.453570,29,4,3,69,COMPLETE
1634,1634,-2.3956468215126523,-0.49876295553326644,-29910.0,2023-06-07 14:50:41.400780,2023-06-07 14:50:41.784446,0 days 00:00:00.383666,17,5,4,32,COMPLETE
1191,1191,-2.392079481713923,-0.5066724063710719,-4646.0,2023-06-07 14:43:31.929518,2023-06-07 14:43:32.522883,0 days 00:00:00.593365,37,3,3,23,COMPLETE
1298,1298,-2.3875338549333764,-0.5278742762613731,-6045.0,2023-06-07 14:45:08.623228,2023-06-07 14:45:09.038202,0 days 00:00:00.414974,26,2,4,25,COMPLETE
833,833,-2.3875338549333764,-0.5278742762613731,-6045.0,2023-06-07 14:38:46.984595,2023-06-07 14:38:47.407892,0 days 00:00:00.423297,26,2,4,16,COMPLETE
1260,1260,-2.3875338549333764,-0.5278742762613731,-6045.0,2023-06-07 14:44:33.135387,2023-06-07 14:44:33.514544,0 days 00:00:00.379157,26,2,4,25,COMPLETE
2163,2163,-2.3828047101139878,-0.4590811586598559,-64799.0,2023-06-07 15:00:59.786348,2023-06-07 15:01:00.196390,0 days 00:00:00.410042,7,4,2,43,COMPLETE
3347,3347,-2.3725768356355217,-0.4716836792948323,-87582.0,2023-06-07 15:30:19.156150,2023-06-07 15:30:19.656048,0 days 00:00:00.499898,4,4,3,66,COMPLETE
2893,2893,-2.3725768356355217,-0.4716836792948323,-87582.0,2023-06-07 15:17:48.883260,2023-06-07 15:17:49.273298,0 days 00:00:00.390038,4,4,3,57,COMPLETE
3165,3165,-2.3725768356355217,-0.4716836792948323,-87582.0,2023-06-07 15:25:02.182258,2023-06-07 15:25:02.622078,0 days 00:00:00.439820,4,4,3,63,COMPLETE
3287,3287,-2.360885397579428,-0.46835766351651376,-101794.0,2023-06-07 15:28:31.966791,2023-06-07 15:28:32.494695,0 days 00:00:00.527904,3,5,3,65,COMPLETE
2124,2124,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 15:00:10.446799,2023-06-07 15:00:10.879465,0 days 00:00:00.432666,13,6,3,42,COMPLETE
1669,1669,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:51:16.574874,2023-06-07 14:51:16.959639,0 days 00:00:00.384765,13,6,3,33,COMPLETE
227,227,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:33:17.367944,2023-06-07 14:33:17.701296,0 days 00:00:00.333352,13,6,3,4,COMPLETE
513,513,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:35:29.812524,2023-06-07 14:35:30.177759,0 days 00:00:00.365235,13,6,3,10,COMPLETE
577,577,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:36:03.055931,2023-06-07 14:36:03.401174,0 days 00:00:00.345243,13,6,3,11,COMPLETE
1884,1884,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:55:12.005936,2023-06-07 14:55:12.413551,0 days 00:00:00.407615,13,6,3,37,COMPLETE
595,595,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:36:12.478807,2023-06-07 14:36:12.852804,0 days 00:00:00.373997,13,6,3,11,COMPLETE
351,351,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:34:09.801377,2023-06-07 14:34:10.151202,0 days 00:00:00.349825,13,6,3,7,COMPLETE
864,864,-2.3495360815765265,-0.48364629566404915,-43935.0,2023-06-07 14:39:11.359386,2023-06-07 14:39:11.769054,0 days 00:00:00.409668,13,6,3,17,COMPLETE
716,716,-2.3465760162980356,-0.5240772427279394,-4091.0,2023-06-07 14:37:27.960750,2023-06-07 14:37:28.343492,0 days 00:00:00.382742,39,3,4,14,COMPLETE
774,774,-2.3337621968663673,-0.5076580180592067,-17498.0,2023-06-07 14:38:08.177901,2023-06-07 14:38:08.589394,0 days 00:00:00.411493,18,3,4,15,COMPLETE
1234,1234,-2.33120947633635,-0.5325062034739454,-6045.0,2023-06-07 14:44:10.964290,2023-06-07 14:44:11.378573,0 days 00:00:00.414283,26,2,5,24,COMPLETE
1335,1335,-2.33120947633635,-0.5325062034739454,-6045.0,2023-06-07 14:45:45.066828,2023-06-07 14:45:45.504279,0 days 00:00:00.437451,26,2,5,26,COMPLETE
965,965,-2.33120947633635,-0.5325062034739454,-6045.0,2023-06-07 14:40:30.947811,2023-06-07 14:40:31.388396,0 days 00:00:00.440585,26,2,5,19,COMPLETE
583,583,-2.33120947633635,-0.5325062034739454,-6045.0,2023-06-07 14:36:06.010927,2023-06-07 14:36:06.331294,0 days 00:00:00.320367,26,2,5,11,COMPLETE
1300,1300,-2.330735210085933,-0.5285688372936695,-5513.0,2023-06-07 14:45:10.820648,2023-06-07 14:45:11.548759,0 days 00:00:00.728111,34,3,5,26,COMPLETE
2667,2667,-2.3260237300994366,-0.5064169787765294,-20025.0,2023-06-07 15:12:13.034201,2023-06-07 15:12:13.420057,0 days 00:00:00.385856,17,3,4,53,COMPLETE
2373,2373,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 15:05:49.705740,2023-06-07 15:05:50.090388,0 days 00:00:00.384648,17,4,5,47,COMPLETE
1915,1915,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 14:55:48.767429,2023-06-07 14:55:49.254472,0 days 00:00:00.487043,17,4,5,38,COMPLETE
1176,1176,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 14:43:16.291944,2023-06-07 14:43:16.950644,0 days 00:00:00.658700,17,4,5,23,COMPLETE
1322,1322,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 14:45:32.041451,2023-06-07 14:45:32.495572,0 days 00:00:00.454121,17,4,5,26,COMPLETE
2409,2409,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 15:06:35.115601,2023-06-07 15:06:35.527734,0 days 00:00:00.412133,17,4,5,48,COMPLETE
1297,1297,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 14:45:07.666136,2023-06-07 14:45:08.124104,0 days 00:00:00.457968,17,4,5,25,COMPLETE
2196,2196,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 15:01:43.741473,2023-06-07 15:01:44.166441,0 days 00:00:00.424968,17,4,5,43,COMPLETE
1096,1096,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 14:42:13.014246,2023-06-07 14:42:13.429906,0 days 00:00:00.415660,17,4,5,21,COMPLETE
3436,3436,-2.321523710148062,-0.5055751755882703,-25201.0,2023-06-07 15:32:48.635589,2023-06-07 15:32:49.045897,0 days 00:00:00.410308,17,4,5,68,COMPLETE
1042,1042,-2.319678124611743,-0.45327621357970527,-116247.0,2023-06-07 14:41:30.865098,2023-06-07 14:41:31.269926,0 days 00:00:00.404828,2,4,2,20,COMPLETE
1516,1516,-2.3114048586207314,-0.45249043925248117,-129174.0,2023-06-07 14:48:30.649643,2023-06-07 14:48:31.068739,0 days 00:00:00.419096,1,4,2,30,COMPLETE
2854,2854,-2.3114048586207314,-0.45249043925248117,-129174.0,2023-06-07 15:16:46.200322,2023-06-07 15:16:46.648724,0 days 00:00:00.448402,1,4,2,57,COMPLETE
1763,1763,-2.3109826263626574,-0.4533656899640728,-105491.0,2023-06-07 14:52:53.851609,2023-06-07 14:52:54.258305,0 days 00:00:00.406696,3,6,2,35,COMPLETE
1782,1782,-2.3095237971438727,-0.5329852045256745,-5745.0,2023-06-07 14:53:15.656030,2023-06-07 14:53:16.078607,0 days 00:00:00.422577,27,2,5,35,COMPLETE
2147,2147,-2.3095237971438727,-0.5329852045256745,-5745.0,2023-06-07 15:00:39.301602,2023-06-07 15:00:39.816561,0 days 00:00:00.514959,27,2,5,42,COMPLETE
2967,2967,-2.3095237971438727,-0.5329852045256745,-5745.0,2023-06-07 15:19:48.139967,2023-06-07 15:19:48.533078,0 days 00:00:00.393111,27,2,5,59,COMPLETE
3427,3427,-2.3003043927952835,-0.47943602318323675,-17944.0,2023-06-07 15:32:33.301440,2023-06-07 15:32:33.687109,0 days 00:00:00.385669,21,4,2,68,COMPLETE
3278,3278,-2.2979696048902993,-0.5018782870022539,-7986.0,2023-06-07 15:28:15.050437,2023-06-07 15:28:15.551140,0 days 00:00:00.500703,28,3,3,65,COMPLETE
3282,3282,-2.288876755767884,-0.5185923483861075,-13043.0,2023-06-07 15:28:23.192629,2023-06-07 15:28:23.758199,0 days 00:00:00.565570,22,3,5,65,COMPLETE
3179,3179,-2.288876755767884,-0.5185923483861075,-13043.0,2023-06-07 15:25:24.551931,2023-06-07 15:25:25.067161,0 days 00:00:00.515230,22,3,5,63,COMPLETE
2760,2760,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:14:27.946103,2023-06-07 15:14:28.404720,0 days 00:00:00.458617,2,5,3,55,COMPLETE
